parentEventID,eventID,samplingProtocol,sampleSizeValue,sampleSizeUnit,eventDate,country,countryCode,locality,decimalLatitude,decimalLongitude,geodeticDatum,dynamicProperties
4918-1,4918-1.2,point count,2.5,minute,3/30/15 6:35,Puerto Rico,PR,Jayuya V,18.25352,-66.58627,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
4918-1,4918-1.3,point count,2.5,minute,3/30/15 6:40,Puerto Rico,PR,Jayuya V,18.25352,-66.58627,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
4918-1,4918-1.4,point count,2.5,minute,3/30/15 6:45,Puerto Rico,PR,Jayuya V,18.25352,-66.58627,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
4918-2,4918-2.1,point count,2.5,minute,3/30/15 6:54,Puerto Rico,PR,Jayuya V,18.25154,-66.58632,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
4918-2,4918-2.2,point count,2.5,minute,3/30/15 6:59,Puerto Rico,PR,Jayuya V,18.25154,-66.58632,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
4918-2,4918-2.3,point count,2.5,minute,3/30/15 7:04,Puerto Rico,PR,Jayuya V,18.25154,-66.58632,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
4918-2,4918-2.4,point count,2.5,minute,3/30/15 7:09,Puerto Rico,PR,Jayuya V,18.25154,-66.58632,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
4918-3,4918-3.1,point count,2.5,minute,3/30/15 7:25,Puerto Rico,PR,Jayuya V,18.24952,-66.58281,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
4918-3,4918-3.2,point count,2.5,minute,3/30/15 7:31,Puerto Rico,PR,Jayuya V,18.24952,-66.58281,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
4918-3,4918-3.3,point count,2.5,minute,3/30/15 7:35,Puerto Rico,PR,Jayuya V,18.24952,-66.58281,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
4918-3,4918-3.4,point count,2.5,minute,3/30/15 7:40,Puerto Rico,PR,Jayuya V,18.24952,-66.58281,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
4918-4,4918-4.1,point count,2.5,minute,3/30/15 7:55,Puerto Rico,PR,Jayuya V,18.2495,-66.58103,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
4918-4,4918-4.2,point count,2.5,minute,3/30/15 8:01,Puerto Rico,PR,Jayuya V,18.2495,-66.58103,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
4918-4,4918-4.3,point count,2.5,minute,3/30/15 8:05,Puerto Rico,PR,Jayuya V,18.2495,-66.58103,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
4918-4,4918-4.4,point count,2.5,minute,3/30/15 8:10,Puerto Rico,PR,Jayuya V,18.2495,-66.58103,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
4918-5,4918-5.1,point count,2.5,minute,3/30/15 8:31,Puerto Rico,PR,Jayuya V,18.253,-66.57957,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
4918-5,4918-5.2,point count,2.5,minute,3/30/15 8:36,Puerto Rico,PR,Jayuya V,18.253,-66.57957,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
4918-5,4918-5.3,point count,2.5,minute,3/30/15 8:40,Puerto Rico,PR,Jayuya V,18.253,-66.57957,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
4918-5,4918-5.4,point count,2.5,minute,3/30/15 8:45,Puerto Rico,PR,Jayuya V,18.253,-66.57957,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5111-1,5111-1.1,point count,2.5,minute,2/3/15 7:01,Puerto Rico,PR,Cialitos,18.14392,-66.31659,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5111-1,5111-1.2,point count,2.5,minute,2/3/15 7:07,Puerto Rico,PR,Cialitos,18.14392,-66.31659,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5111-1,5111-1.3,point count,2.5,minute,2/3/15 7:12,Puerto Rico,PR,Cialitos,18.14392,-66.31659,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5111-1,5111-1.4,point count,2.5,minute,2/3/15 7:18,Puerto Rico,PR,Cialitos,18.14392,-66.31659,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5111-2,5111-2.1,point count,2.5,minute,2/3/15 7:31,Puerto Rico,PR,Cialitos,18.14446,-66.31644,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5111-2,5111-2.2,point count,2.5,minute,2/3/15 7:36,Puerto Rico,PR,Cialitos,18.14446,-66.31644,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5111-2,5111-2.3,point count,2.5,minute,2/3/15 7:41,Puerto Rico,PR,Cialitos,18.14446,-66.31644,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5111-2,5111-2.4,point count,2.5,minute,2/3/15 7:46,Puerto Rico,PR,Cialitos,18.14446,-66.31644,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5111-3,5111-3.1,point count,2.5,minute,2/3/15 8:00,Puerto Rico,PR,Cialitos,18.14504,-66.3159,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5111-3,5111-3.2,point count,2.5,minute,2/3/15 8:06,Puerto Rico,PR,Cialitos,18.14504,-66.3159,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5111-3,5111-3.3,point count,2.5,minute,2/3/15 8:12,Puerto Rico,PR,Cialitos,18.14504,-66.3159,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5111-3,5111-3.4,point count,2.5,minute,2/3/15 8:17,Puerto Rico,PR,Cialitos,18.14504,-66.3159,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5111-4,5111-4.1,point count,2.5,minute,2/3/15 8:31,Puerto Rico,PR,Cialitos,18.14479,-66.31678,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5111-4,5111-4.2,point count,2.5,minute,2/3/15 8:36,Puerto Rico,PR,Cialitos,18.14479,-66.31678,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5111-4,5111-4.3,point count,2.5,minute,2/3/15 8:43,Puerto Rico,PR,Cialitos,18.14479,-66.31678,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5111-4,5111-4.4,point count,2.5,minute,2/3/15 8:50,Puerto Rico,PR,Cialitos,18.14479,-66.31678,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5111-5,5111-5.1,point count,2.5,minute,2/3/15 9:06,Puerto Rico,PR,Cialitos,18.14536,-66.31622,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5111-5,5111-5.2,point count,2.5,minute,2/3/15 9:11,Puerto Rico,PR,Cialitos,18.14536,-66.31622,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5111-5,5111-5.3,point count,2.5,minute,2/3/15 9:17,Puerto Rico,PR,Cialitos,18.14536,-66.31622,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5111-5,5111-5.4,point count,2.5,minute,2/3/15 9:22,Puerto Rico,PR,Cialitos,18.14536,-66.31622,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5194-1,5194-1.1,point count,2.5,minute,2/5/15 6:58,Puerto Rico,PR,Las Piedras,18.24323,-65.83634,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5194-1,5194-1.2,point count,2.5,minute,2/5/15 7:04,Puerto Rico,PR,Las Piedras,18.24323,-65.83634,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5194-1,5194-1.3,point count,2.5,minute,2/5/15 7:09,Puerto Rico,PR,Las Piedras,18.24323,-65.83634,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5194-1,5194-1.4,point count,2.5,minute,2/5/15 7:15,Puerto Rico,PR,Las Piedras,18.24323,-65.83634,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5194-2,5194-2.1,point count,2.5,minute,2/5/15 7:25,Puerto Rico,PR,Las Piedras,18.23875,-65.83912,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5194-2,5194-2.2,point count,2.5,minute,2/5/15 7:30,Puerto Rico,PR,Las Piedras,18.23875,-65.83912,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5194-2,5194-2.3,point count,2.5,minute,2/5/15 7:35,Puerto Rico,PR,Las Piedras,18.23875,-65.83912,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5194-2,5194-2.4,point count,2.5,minute,2/5/15 7:39,Puerto Rico,PR,Las Piedras,18.23875,-65.83912,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5194-3,5194-3.1,point count,2.5,minute,2/5/15 8:27,Puerto Rico,PR,Las Piedras,18.24039,-65.84322,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5194-3,5194-3.2,point count,2.5,minute,2/5/15 8:32,Puerto Rico,PR,Las Piedras,18.24039,-65.84322,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5194-3,5194-3.3,point count,2.5,minute,2/5/15 8:37,Puerto Rico,PR,Las Piedras,18.24039,-65.84322,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5194-3,5194-3.4,point count,2.5,minute,2/5/15 8:41,Puerto Rico,PR,Las Piedras,18.24039,-65.84322,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5194-4,5194-4.1,point count,2.5,minute,2/5/15 8:52,Puerto Rico,PR,Las Piedras,18.23789,-65.84288,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5194-4,5194-4.2,point count,2.5,minute,2/5/15 8:57,Puerto Rico,PR,Las Piedras,18.23789,-65.84288,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5194-4,5194-4.3,point count,2.5,minute,2/5/15 9:02,Puerto Rico,PR,Las Piedras,18.23789,-65.84288,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5194-4,5194-4.4,point count,2.5,minute,2/5/15 9:06,Puerto Rico,PR,Las Piedras,18.23789,-65.84288,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5194-5,5194-5.1,point count,2.5,minute,2/5/15 7:56,Puerto Rico,PR,Las Piedras,18.23783,-65.83801,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5194-5,5194-5.2,point count,2.5,minute,2/5/15 8:01,Puerto Rico,PR,Las Piedras,18.23783,-65.83801,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5194-5,5194-5.3,point count,2.5,minute,2/5/15 8:06,Puerto Rico,PR,Las Piedras,18.23783,-65.83801,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5194-5,5194-5.4,point count,2.5,minute,2/5/15 8:11,Puerto Rico,PR,Las Piedras,18.23783,-65.83801,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5297-1,5297-1.1,point count,2.5,minute,2/2/15 6:46,Puerto Rico,PR,Jayuya I,18.22981,-66.55683,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5297-1,5297-1.2,point count,2.5,minute,2/2/15 6:52,Puerto Rico,PR,Jayuya I,18.22981,-66.55683,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5297-1,5297-1.3,point count,2.5,minute,2/2/15 6:57,Puerto Rico,PR,Jayuya I,18.22981,-66.55683,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5297-1,5297-1.4,point count,2.5,minute,2/2/15 7:03,Puerto Rico,PR,Jayuya I,18.22981,-66.55683,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5297-2,5297-2.1,point count,2.5,minute,2/2/15 7:16,Puerto Rico,PR,Jayuya I,NA,NA,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5297-2,5297-2.2,point count,2.5,minute,2/2/15 7:23,Puerto Rico,PR,Jayuya I,NA,NA,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5297-2,5297-2.3,point count,2.5,minute,2/2/15 7:28,Puerto Rico,PR,Jayuya I,NA,NA,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5297-2,5297-2.4,point count,2.5,minute,2/2/15 7:34,Puerto Rico,PR,Jayuya I,NA,NA,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5297-3,5297-3.1,point count,2.5,minute,2/2/15 7:44,Puerto Rico,PR,Jayuya I,18.23284,-66.5575,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5297-3,5297-3.2,point count,2.5,minute,2/2/15 7:50,Puerto Rico,PR,Jayuya I,18.23284,-66.5575,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5297-3,5297-3.3,point count,2.5,minute,2/2/15 7:54,Puerto Rico,PR,Jayuya I,18.23284,-66.5575,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5297-3,5297-3.4,point count,2.5,minute,2/2/15 8:00,Puerto Rico,PR,Jayuya I,18.23284,-66.5575,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5297-4,5297-4.1,point count,2.5,minute,2/2/15 8:12,Puerto Rico,PR,Jayuya I,18.23329,-66.55779,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5297-4,5297-4.2,point count,2.5,minute,2/2/15 8:18,Puerto Rico,PR,Jayuya I,18.23329,-66.55779,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5297-4,5297-4.3,point count,2.5,minute,2/2/15 8:23,Puerto Rico,PR,Jayuya I,18.23329,-66.55779,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5297-4,5297-4.4,point count,2.5,minute,2/2/15 8:31,Puerto Rico,PR,Jayuya I,18.23329,-66.55779,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5297-5,5297-5.1,point count,2.5,minute,2/2/15 8:44,Puerto Rico,PR,Jayuya I,18.2346,-66.55792,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5297-5,5297-5.2,point count,2.5,minute,2/2/15 8:52,Puerto Rico,PR,Jayuya I,18.2346,-66.55792,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5297-5,5297-5.3,point count,2.5,minute,2/2/15 8:56,Puerto Rico,PR,Jayuya I,18.2346,-66.55792,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5297-5,5297-5.4,point count,2.5,minute,2/2/15 9:04,Puerto Rico,PR,Jayuya I,18.2346,-66.55792,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5373-1,5373-1.1,point count,2.5,minute,2/17/15 7:04,Puerto Rico,PR,Juncos,18.23096,-65.92484,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5373-1,5373-1.2,point count,2.5,minute,2/17/15 7:10,Puerto Rico,PR,Juncos,18.23096,-65.92484,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5373-1,5373-1.3,point count,2.5,minute,2/17/15 7:14,Puerto Rico,PR,Juncos,18.23096,-65.92484,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5373-1,5373-1.4,point count,2.5,minute,2/17/15 7:19,Puerto Rico,PR,Juncos,18.23096,-65.92484,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5373-2,5373-2.1,point count,2.5,minute,2/17/15 7:37,Puerto Rico,PR,Juncos,NA,NA,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5373-2,5373-2.2,point count,2.5,minute,2/17/15 7:42,Puerto Rico,PR,Juncos,NA,NA,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5373-2,5373-2.3,point count,2.5,minute,2/17/15 7:57,Puerto Rico,PR,Juncos,NA,NA,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5373-2,5373-2.4,point count,2.5,minute,2/17/15 8:02,Puerto Rico,PR,Juncos,NA,NA,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5373-3,5373-3.1,point count,2.5,minute,2/17/15 8:19,Puerto Rico,PR,Juncos,NA,NA,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5373-3,5373-3.2,point count,2.5,minute,2/17/15 8:25,Puerto Rico,PR,Juncos,NA,NA,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5373-3,5373-3.3,point count,2.5,minute,2/17/15 8:30,Puerto Rico,PR,Juncos,NA,NA,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5373-3,5373-3.4,point count,2.5,minute,2/17/15 8:35,Puerto Rico,PR,Juncos,NA,NA,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5717-1,5717-1.1,point count,2.5,minute,1/29/15 7:14,Puerto Rico,PR,Aguas Buenas II,18.21255,-66.13454,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5717-1,5717-1.2,point count,2.5,minute,1/29/15 7:19,Puerto Rico,PR,Aguas Buenas II,18.21255,-66.13454,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5717-1,5717-1.3,point count,2.5,minute,1/29/15 7:24,Puerto Rico,PR,Aguas Buenas II,18.21255,-66.13454,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5717-1,5717-1.4,point count,2.5,minute,1/29/15 7:29,Puerto Rico,PR,Aguas Buenas II,18.21255,-66.13454,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5717-2,5717-2.1,point count,2.5,minute,1/29/15 8:54,Puerto Rico,PR,Aguas Buenas II,18.21941,-66.13211,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5717-2,5717-2.2,point count,2.5,minute,1/29/15 9:00,Puerto Rico,PR,Aguas Buenas II,18.21941,-66.13211,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5717-2,5717-2.3,point count,2.5,minute,1/29/15 9:04,Puerto Rico,PR,Aguas Buenas II,18.21941,-66.13211,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5717-2,5717-2.4,point count,2.5,minute,1/29/15 9:10,Puerto Rico,PR,Aguas Buenas II,18.21941,-66.13211,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5717-3,5717-3.1,point count,2.5,minute,1/29/15 8:18,Puerto Rico,PR,Aguas Buenas II,18.21728,-66.13535,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5717-3,5717-3.2,point count,2.5,minute,1/29/15 8:24,Puerto Rico,PR,Aguas Buenas II,18.21728,-66.13535,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5717-3,5717-3.3,point count,2.5,minute,1/29/15 8:28,Puerto Rico,PR,Aguas Buenas II,18.21728,-66.13535,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5717-3,5717-3.4,point count,2.5,minute,1/29/15 8:33,Puerto Rico,PR,Aguas Buenas II,18.21728,-66.13535,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5717-4,5717-4.1,point count,2.5,minute,1/29/15 7:45,Puerto Rico,PR,Aguas Buenas II,18.21735,-66.13138,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5717-4,5717-4.2,point count,2.5,minute,1/29/15 7:52,Puerto Rico,PR,Aguas Buenas II,18.21735,-66.13138,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5717-4,5717-4.3,point count,2.5,minute,1/29/15 7:56,Puerto Rico,PR,Aguas Buenas II,18.21735,-66.13138,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5717-4,5717-4.4,point count,2.5,minute,1/29/15 8:02,Puerto Rico,PR,Aguas Buenas II,18.21735,-66.13138,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5717-5,5717-5.1,point count,2.5,minute,1/29/15 6:44,Puerto Rico,PR,Aguas Buenas II,18.21341,-66.13322,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5717-5,5717-5.2,point count,2.5,minute,1/29/15 6:50,Puerto Rico,PR,Aguas Buenas II,18.21341,-66.13322,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5717-5,5717-5.3,point count,2.5,minute,1/29/15 6:56,Puerto Rico,PR,Aguas Buenas II,18.21341,-66.13322,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5717-5,5717-5.4,point count,2.5,minute,1/29/15 7:01,Puerto Rico,PR,Aguas Buenas II,18.21341,-66.13322,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5857-1,5857-1.1,point count,2.5,minute,3/8/15 6:58,Puerto Rico,PR,Orocovis IX,18.20502,-66.46416,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5857-1,5857-1.2,point count,2.5,minute,3/8/15 7:04,Puerto Rico,PR,Orocovis IX,18.20502,-66.46416,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5857-1,5857-1.3,point count,2.5,minute,3/8/15 7:08,Puerto Rico,PR,Orocovis IX,18.20502,-66.46416,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5857-1,5857-1.4,point count,2.5,minute,3/8/15 7:14,Puerto Rico,PR,Orocovis IX,18.20502,-66.46416,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5857-2,5857-2.1,point count,2.5,minute,3/8/15 7:29,Puerto Rico,PR,Orocovis IX,18.20432,-66.46362,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5857-2,5857-2.2,point count,2.5,minute,3/8/15 7:36,Puerto Rico,PR,Orocovis IX,18.20432,-66.46362,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5857-2,5857-2.3,point count,2.5,minute,3/8/15 7:40,Puerto Rico,PR,Orocovis IX,18.20432,-66.46362,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5857-2,5857-2.4,point count,2.5,minute,3/8/15 7:47,Puerto Rico,PR,Orocovis IX,18.20432,-66.46362,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5857-3,5857-3.1,point count,2.5,minute,3/8/15 8:05,Puerto Rico,PR,Orocovis IX,18.20429,-66.46529,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5857-3,5857-3.2,point count,2.5,minute,3/8/15 8:10,Puerto Rico,PR,Orocovis IX,18.20429,-66.46529,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5857-3,5857-3.3,point count,2.5,minute,3/8/15 8:14,Puerto Rico,PR,Orocovis IX,18.20429,-66.46529,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5857-3,5857-3.4,point count,2.5,minute,3/8/15 8:20,Puerto Rico,PR,Orocovis IX,18.20429,-66.46529,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5857-4,5857-4.1,point count,2.5,minute,3/8/15 8:33,Puerto Rico,PR,Orocovis IX,18.20453,-66.46759,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5857-4,5857-4.2,point count,2.5,minute,3/8/15 8:44,Puerto Rico,PR,Orocovis IX,18.20453,-66.46759,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5857-4,5857-4.3,point count,2.5,minute,3/8/15 8:48,Puerto Rico,PR,Orocovis IX,18.20453,-66.46759,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5857-4,5857-4.4,point count,2.5,minute,3/8/15 8:54,Puerto Rico,PR,Orocovis IX,18.20453,-66.46759,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5857-5,5857-5.1,point count,2.5,minute,3/8/15 9:23,Puerto Rico,PR,Orocovis IX,18.20673,-66.4698,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5857-5,5857-5.2,point count,2.5,minute,3/8/15 9:29,Puerto Rico,PR,Orocovis IX,18.20673,-66.4698,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
5857-5,5857-5.3,point count,2.5,minute,3/8/15 9:33,Puerto Rico,PR,Orocovis IX,18.20673,-66.4698,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
5857-5,5857-5.4,point count,2.5,minute,3/8/15 9:39,Puerto Rico,PR,Orocovis IX,18.20673,-66.4698,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
6000-1,6000-1.1,point count,2.5,minute,2/6/15 6:41,Puerto Rico,PR,Adjuntas I,18.12042,-66.45186,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
6000-1,6000-1.2,point count,2.5,minute,2/6/15 6:47,Puerto Rico,PR,Adjuntas I,18.12042,-66.45186,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
6000-1,6000-1.3,point count,2.5,minute,2/6/15 6:53,Puerto Rico,PR,Adjuntas I,18.12042,-66.45186,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
6000-1,6000-1.4,point count,2.5,minute,2/6/15 6:58,Puerto Rico,PR,Adjuntas I,18.12042,-66.45186,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
6000-2,6000-2.1,point count,2.5,minute,2/6/15 7:10,Puerto Rico,PR,Adjuntas I,18.1239,-66.45297,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
6000-2,6000-2.2,point count,2.5,minute,2/6/15 7:16,Puerto Rico,PR,Adjuntas I,18.1239,-66.45297,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
6000-2,6000-2.3,point count,2.5,minute,2/6/15 7:20,Puerto Rico,PR,Adjuntas I,18.1239,-66.45297,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
6000-2,6000-2.4,point count,2.5,minute,2/6/15 7:26,Puerto Rico,PR,Adjuntas I,18.1239,-66.45297,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
6000-3,6000-3.1,point count,2.5,minute,2/6/15 7:39,Puerto Rico,PR,Adjuntas I,18.12071,-66.45397,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:""No""}"""
6000-3,6000-3.2,point count,2.5,minute,2/6/15 7:46,Puerto Rico,PR,Adjuntas I,18.12071,-66.45397,WGS84,"""{bicknellThrushPlaybackUsedBeforeCount:Yes""}"""
