Site,Point.ID,Date,Survey.number,Species,Species.code,Count,Distance,Distance.cat,Detection.mode
Orocovis VIII,6564-4,3/7/15,1,Vireo altiloquus,BWVI,1,26-50,3,Sound (Canto)
Orocovis VIII,6564-4,3/7/15,2,Vireo altiloquus,BWVI,1,26-50,3,Sound (Canto)
Orocovis VIII,6564-4,3/7/15,4,Vireo altiloquus,BWVI,2,26-50,3,Sound (Canto)
Orocovis VIII,6564-4,3/7/15,3,Tyrannus caudifasciatus,LOKI,1,26-50,3,Sound (Canto)
Orocovis VIII,6564-4,3/7/15,2,Setophaga americana,NOPA,1,26-50,3,Sound (Canto)
Orocovis VIII,6564-4,3/7/15,3,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Orocovis VIII,6564-4,3/7/15,2,Spindalis portoricensis,PRSP,1,26-50,3,Sound (Canto)
Orocovis VIII,6564-4,3/7/15,3,Melanerpes portoricensis,PRWO,1,26-50,3,Sound (Canto)
Orocovis VIII,6564-4,3/7/15,1,Molothrus bonariensis,SHCO,1,26-50,3,Sound (Canto)
Orocovis VIII,6564-5,3/7/15,4,Tyrannus dominicensis,GRAK,1,26-50,3,Sound (Canto)
Orocovis VIII,6564-5,3/7/15,1,Margarops fuscatus,PETH,2,26-50,3,Sound (Canto)
Orocovis VIII,6564-5,3/7/15,2,Margarops fuscatus,PETH,1,26-50,3,Sound (Canto)
Orocovis VIII,6564-5,3/7/15,3,Margarops fuscatus,PETH,1,26-50,3,Sound (Canto)
Orocovis VIII,6564-5,3/7/15,4,Spindalis portoricensis,PRSP,1,26-50,3,Sound (Canto)
Orocovis VIII,6564-5,3/7/15,4,Tiaris olivaceus,YFGR,1,26-50,3,Sound (Canto)
Rio Grande I,3504-1,2/13/15,2,Coereba flaveola,BANA,1,25-Nov,2,Sight (Visto)
Rio Grande I,3504-1,2/13/15,4,Coereba flaveola,BANA,3,25-Nov,2,Sight (Visto)
Rio Grande I,3504-1,2/13/15,4,Quiscalus niger,GAGR,2,25-Nov,2,Sight (Visto)
Rio Grande I,3504-1,2/13/15,2,Tyrannus dominicensis,GRAK,1,25-Nov,2,Sight (Visto)
Rio Grande I,3504-1,2/13/15,4,Setophaga americana,NOPA,1,25-Nov,2,Sight (Visto)
Rio Grande I,3504-1,2/13/15,1,Icterus portoricensis,PROR,1,25-Nov,2,Sight (Visto)
Rio Grande I,3504-1,2/13/15,1,Molothrus bonariensis,SHCO,1,25-Nov,2,Sight (Visto)
Rio Grande I,3504-2,2/13/15,2,Coereba flaveola,BANA,1,25-Nov,2,Sight (Visto)
Rio Grande I,3504-4,2/13/15,1,Euphonia musica,ANEU,1,25-Nov,2,Sight (Visto)
Rio Grande I,3504-4,2/13/15,2,Euphonia musica,ANEU,1,25-Nov,2,Sight (Visto)
Rio Grande I,3504-4,2/13/15,2,Coereba flaveola,BANA,1,25-Nov,2,Sight (Visto)
Rio Grande I,3504-5,2/13/15,1,Coereba flaveola,BANA,1,25-Nov,2,Sight (Visto)
Rio Grande I,3504-5,2/13/15,1,Icterus portoricensis,PROR,1,25-Nov,2,Sight (Visto)
Rio Grande I,3504-1,2/13/15,1,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Rio Grande I,3504-1,2/13/15,2,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Rio Grande I,3504-1,2/13/15,3,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Rio Grande I,3504-1,2/13/15,4,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Rio Grande I,3504-1,2/13/15,1,Setophaga discolor,PRAW,1,25-Nov,2,Sound (Canto)
Rio Grande I,3504-2,2/13/15,1,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Rio Grande I,3504-2,2/13/15,1,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Rio Grande I,3504-2,2/13/15,4,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Rio Grande I,3504-2,2/13/15,1,Zenaida asiatica,WWDO,1,25-Nov,2,Sound (Canto)
Rio Grande I,3504-3,2/13/15,2,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Rio Grande I,3504-3,2/13/15,3,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Rio Grande I,3504-4,2/13/15,1,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Rio Grande I,3504-4,2/13/15,2,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Rio Grande I,3504-4,2/13/15,3,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Rio Grande I,3504-4,2/13/15,4,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Rio Grande I,3504-4,2/13/15,3,Coccyzus minor,MACU,1,25-Nov,2,Sound (Canto)
Rio Grande I,3504-4,2/13/15,1,Spindalis portoricensis,PRSP,1,25-Nov,2,Sound (Canto)
Rio Grande I,3504-4,2/13/15,2,Spindalis portoricensis,PRSP,1,25-Nov,2,Sound (Canto)
Rio Grande I,3504-4,2/13/15,4,Zenaida asiatica,WWDO,1,25-Nov,2,Sound (Canto)
Rio Grande I,3504-5,2/13/15,1,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Rio Grande I,3504-5,2/13/15,2,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Rio Grande I,3504-5,2/13/15,3,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Rio Grande I,3504-5,2/13/15,4,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Rio Grande I,3504-5,2/13/15,2,Molothrus bonariensis,SHCO,1,25-Nov,2,Sound (Canto)
Rio Grande II,3515-3,2/14/15,1,Patagioenas squamosa,SNPI,1,25-Nov,2,Sight (Visto)
Rio Grande II,3515-4,2/14/15,2,Turdus plumbeus,RLTH,1,25-Nov,2,Sight (Visto)
Rio Grande II,3515-4,2/14/15,3,Turdus plumbeus,RLTH,1,25-Nov,2,Sight (Visto)
Rio Grande II,3515-4,2/14/15,1,Patagioenas squamosa,SNPI,1,25-Nov,2,Sight (Visto)
Rio Grande II,3515-1,2/14/15,4,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Rio Grande II,3515-1,2/14/15,4,Megascops nudipes,PRSO,1,25-Nov,2,Sound (Canto)
Rio Grande II,3515-1,2/14/15,1,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Rio Grande II,3515-1,2/14/15,2,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Rio Grande II,3515-1,2/14/15,3,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Rio Grande II,3515-1,2/14/15,4,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Rio Grande II,3515-2,2/14/15,2,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Rio Grande II,3515-3,2/14/15,3,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Rio Grande II,3515-3,2/14/15,4,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Rio Grande II,3515-3,2/14/15,4,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Rio Grande II,3515-4,2/14/15,1,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Rio Grande II,3515-4,2/14/15,3,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Rio Grande II,3515-4,2/14/15,4,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Rio Grande II,3515-4,2/14/15,2,Spindalis portoricensis,PRSP,1,25-Nov,2,Sound (Canto)
Rio Grande II,3515-4,2/14/15,1,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Rio Grande II,3515-2,2/14/15,1,Loxigilla portoricensis,PRBU,1,>50,4,Sight (Visto)
Rio Grande II,3515-4,2/14/15,2,Patagioenas squamosa,SNPI,1,>50,4,Sight (Visto)
Rio Grande III,4082-1,2/15/15,2,Setophaga ruticilla,AMRE,1,25-Nov,2,Sight (Visto)
Rio Grande III,4082-1,2/15/15,1,Setophaga caerulescens,BTBW,1,25-Nov,2,Sight (Visto)
Rio Grande III,4082-1,2/15/15,2,Chlorostilbon maugaeus,PREM,1,25-Nov,2,Sight (Visto)
Rio Grande III,4082-2,2/15/15,3,Setophaga ruticilla,AMRE,1,25-Nov,2,Sight (Visto)
Rio Grande III,4082-2,2/15/15,4,Setophaga ruticilla,AMRE,1,25-Nov,2,Sight (Visto)
Rio Grande III,4082-2,2/15/15,1,Patagioenas squamosa,SNPI,1,25-Nov,2,Sight (Visto)
Rio Grande III,4082-3,2/15/15,3,Patagioenas squamosa,SNPI,1,25-Nov,2,Sight (Visto)
Rio Grande III,4082-1,2/15/15,4,Tiaris bicolor,BFGR,1,25-Nov,2,Sound (Canto)
Rio Grande III,4082-1,2/15/15,2,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Rio Grande III,4082-2,2/15/15,1,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Rio Grande III,4082-2,2/15/15,3,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Rio Grande III,4082-2,2/15/15,3,Chlorostilbon maugaeus,PREM,1,25-Nov,2,Sound (Canto)
Rio Grande III,4082-3,2/15/15,4,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Rio Grande III,4082-3,2/15/15,1,Margarops fuscatus,PETH,1,25-Nov,2,Sound (Canto)
Rio Grande III,4082-3,2/15/15,1,Melanerpes portoricensis,PRWO,1,25-Nov,2,Sound (Canto)
Rio Grande III,4082-4,2/15/15,1,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Rio Grande III,4082-4,2/15/15,2,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Rio Grande III,4082-4,2/15/15,4,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Rio Grande III,4082-4,2/15/15,1,Todus mexicanus,PRTO,2,25-Nov,2,Sound (Canto)
Rio Grande III,4082-4,2/15/15,2,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Rio Grande III,4082-4,2/15/15,3,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Rio Grande III,4082-1,2/15/15,1,Mniotilta varia,BAWW,1,>50,4,Sight (Visto)
Rio Grande IV,3896-2,2/14/15,2,Coereba flaveola,BANA,1,25-Nov,2,Sight (Visto)
Rio Grande IV,3896-2,2/14/15,3,Coereba flaveola,BANA,2,25-Nov,2,Sight (Visto)
Rio Grande IV,3896-2,2/14/15,3,Spindalis portoricensis,PRSP,1,25-Nov,2,Sight (Visto)
Rio Grande IV,3896-4,2/14/15,1,Coereba flaveola,BANA,1,25-Nov,2,Sight (Visto)
Rio Grande IV,3896-4,2/14/15,3,Coereba flaveola,BANA,1,25-Nov,2,Sight (Visto)
Rio Grande IV,3896-4,2/14/15,3,Setophaga caerulescens,BTBW,1,25-Nov,2,Sight (Visto)
Rio Grande IV,3896-4,2/14/15,3,Todus mexicanus,PRTO,1,25-Nov,2,Sight (Visto)
Rio Grande IV,3896-5,2/14/15,2,Coereba flaveola,BANA,1,25-Nov,2,Sight (Visto)
Rio Grande IV,3896-5,2/14/15,1,Tiaris bicolor,BFGR,1,25-Nov,2,Sight (Visto)
Rio Grande IV,3896-5,2/14/15,1,Loxigilla portoricensis,PRBU,1,25-Nov,2,Sight (Visto)
Rio Grande IV,3896-1,2/14/15,3,Tiaris bicolor,BFGR,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,4,Tiaris bicolor,BFGR,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,1,Loxigilla portoricensis,PRBU,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,2,Loxigilla portoricensis,PRBU,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,2,Nesospingus speculiferus,PRTA,2,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,1,Patagioenas squamosa,SNPI,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,2,Patagioenas squamosa,SNPI,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,3,Patagioenas squamosa,SNPI,2,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,4,Patagioenas squamosa,SNPI,2,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-2,2/14/15,2,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-2,2/14/15,1,Loxigilla portoricensis,PRBU,2,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-2,2/14/15,2,Patagioenas squamosa,SNPI,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-2,2/14/15,3,Patagioenas squamosa,SNPI,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-3,2/14/15,3,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-3,2/14/15,4,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-3,2/14/15,1,Spindalis portoricensis,PRSP,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-3,2/14/15,4,Spindalis portoricensis,PRSP,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-3,2/14/15,1,Nesospingus speculiferus,PRTA,2,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-3,2/14/15,2,Nesospingus speculiferus,PRTA,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-3,2/14/15,4,Patagioenas squamosa,SNPI,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-4,2/14/15,1,Mniotilta varia,BAWW,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-4,2/14/15,4,Loxigilla portoricensis,PRBU,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-5,2/14/15,1,Margarops fuscatus,PETH,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-5,2/14/15,1,Patagioenas squamosa,SNPI,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-5,2/14/15,3,Patagioenas squamosa,SNPI,1,25-Nov,2,Sound (Canto)
Rio Grande IV,3896-4,2/14/15,3,Loxigilla portoricensis,PRBU,1,>50,4,Sight (Visto)
Rio Grande IV,3896-4,2/14/15,1,Spindalis portoricensis,PRSP,1,>50,4,Sight (Visto)
Rio Grande IV,3896-4,2/14/15,4,Patagioenas squamosa,SNPI,1,>50,4,Sight (Visto)
Rio Grande IV,3896-5,2/14/15,1,Loxigilla portoricensis,PRBU,1,>50,4,Sight (Visto)
Rio Grande IV,3896-2,2/14/15,2,Loxigilla portoricensis,PRBU,1,>50,4,Sound (Canto)
Rio Grande IV,3896-2,2/14/15,1,Patagioenas squamosa,SNPI,1,>50,4,Sound (Canto)
Rio Grande IV,3896-2,2/14/15,4,Patagioenas squamosa,SNPI,2,>50,4,Sound (Canto)
Rio Grande IV,3896-4,2/14/15,2,Loxigilla portoricensis,PRBU,1,>50,4,Sound (Canto)
Rio Grande IV,3896-4,2/14/15,4,Loxigilla portoricensis,PRBU,1,>50,4,Sound (Canto)
Rio Grande IV,3896-5,2/14/15,2,Loxigilla portoricensis,PRBU,1,>50,4,Sound (Canto)
Rio Grande IV,3896-5,2/14/15,4,Loxigilla portoricensis,PRBU,2,>50,4,Sound (Canto)
Rio Grande IV,3896-5,2/14/15,2,Patagioenas squamosa,SNPI,1,>50,4,Sound (Canto)
Rio Grande IV,3896-5,2/14/15,4,Patagioenas squamosa,SNPI,1,>50,4,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,1,Nesospingus speculiferus,PRTA,2,0-10,1,Sight (Visto)
Rio Grande IV,3896-1,2/14/15,2,Patagioenas squamosa,SNPI,1,0-10,1,Sight (Visto)
Rio Grande IV,3896-2,2/14/15,2,Coereba flaveola,BANA,1,0-10,1,Sight (Visto)
Rio Grande IV,3896-2,2/14/15,3,Coereba flaveola,BANA,2,0-10,1,Sight (Visto)
Rio Grande IV,3896-2,2/14/15,4,Coereba flaveola,BANA,1,0-10,1,Sight (Visto)
Rio Grande IV,3896-2,2/14/15,4,Chlorostilbon maugaeus,PREM,1,0-10,1,Sight (Visto)
Rio Grande IV,3896-2,2/14/15,2,Patagioenas squamosa,SNPI,2,0-10,1,Sight (Visto)
Rio Grande IV,3896-3,2/14/15,1,Nesospingus speculiferus,PRTA,1,0-10,1,Sight (Visto)
Rio Grande IV,3896-3,2/14/15,3,Patagioenas squamosa,SNPI,1,0-10,1,Sight (Visto)
Rio Grande IV,3896-4,2/14/15,1,Setophaga caerulescens,BTBW,1,0-10,1,Sight (Visto)
Rio Grande IV,3896-4,2/14/15,3,Patagioenas squamosa,SNPI,1,0-10,1,Sight (Visto)
Rio Grande IV,3896-5,2/14/15,1,Loxigilla portoricensis,PRBU,1,0-10,1,Sight (Visto)
Rio Grande IV,3896-5,2/14/15,3,Nesospingus speculiferus,PRTA,1,0-10,1,Sight (Visto)
Rio Grande IV,3896-5,2/14/15,1,Patagioenas squamosa,SNPI,3,0-10,1,Sight (Visto)
Rio Grande IV,3896-1,2/14/15,1,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,1,Tiaris bicolor,BFGR,1,0-10,1,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,2,Tiaris bicolor,BFGR,1,0-10,1,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,1,Loxigilla portoricensis,PRBU,1,0-10,1,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,4,Patagioenas squamosa,SNPI,1,0-10,1,Sound (Canto)
Rio Grande IV,3896-2,2/14/15,1,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
Rio Grande IV,3896-2,2/14/15,1,Margarops fuscatus,PETH,1,0-10,1,Sound (Canto)
Rio Grande IV,3896-3,2/14/15,1,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
Rio Grande IV,3896-3,2/14/15,2,Patagioenas squamosa,SNPI,2,0-10,1,Sound (Canto)
Rio Grande IV,3896-5,2/14/15,1,Buteo jamaicensis,RTHA,1,0-10,1,Sound (Canto)
Rio Grande IV,3896-4,2/14/15,1,Margarops fuscatus,PETH,1,26-50,3,Sight (Visto)
Rio Grande IV,3896-4,2/14/15,1,Patagioenas squamosa,SNPI,1,26-50,3,Sight (Visto)
Rio Grande IV,3896-1,2/14/15,1,Loxigilla portoricensis,PRBU,2,26-50,3,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,2,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,3,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,4,Turdus plumbeus,RLTH,1,26-50,3,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,1,Patagioenas squamosa,SNPI,2,26-50,3,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,2,Patagioenas squamosa,SNPI,2,26-50,3,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,3,Patagioenas squamosa,SNPI,3,26-50,3,Sound (Canto)
Rio Grande IV,3896-1,2/14/15,4,Patagioenas squamosa,SNPI,2,26-50,3,Sound (Canto)
Rio Grande IV,3896-2,2/14/15,3,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Rio Grande IV,3896-2,2/14/15,4,Spindalis portoricensis,PRSP,1,26-50,3,Sound (Canto)
Rio Grande IV,3896-2,2/14/15,2,Nesospingus speculiferus,PRTA,1,26-50,3,Sound (Canto)
Rio Grande IV,3896-2,2/14/15,1,Patagioenas squamosa,SNPI,1,26-50,3,Sound (Canto)
Rio Grande IV,3896-2,2/14/15,2,Patagioenas squamosa,SNPI,2,26-50,3,Sound (Canto)
Rio Grande IV,3896-2,2/14/15,3,Patagioenas squamosa,SNPI,2,26-50,3,Sound (Canto)
Rio Grande IV,3896-2,2/14/15,4,Patagioenas squamosa,SNPI,2,26-50,3,Sound (Canto)
Rio Grande IV,3896-3,2/14/15,4,Nesospingus speculiferus,PRTA,1,26-50,3,Sound (Canto)
Rio Grande IV,3896-3,2/14/15,1,Todus mexicanus,PRTO,1,26-50,3,Sound (Canto)
Rio Grande IV,3896-4,2/14/15,2,Coereba flaveola,BANA,1,26-50,3,Sound (Canto)
Rio Grande IV,3896-4,2/14/15,4,Coereba flaveola,BANA,1,26-50,3,Sound (Canto)
Rio Grande IV,3896-4,2/14/15,4,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Rio Grande IV,3896-5,2/14/15,2,Margarops fuscatus,PETH,2,26-50,3,Sound (Canto)
Rio Grande IV,3896-5,2/14/15,3,Margarops fuscatus,PETH,1,26-50,3,Sound (Canto)
Rio Grande IV,3896-5,2/14/15,4,Margarops fuscatus,PETH,1,26-50,3,Sound (Canto)
Rio Grande IV,3896-5,2/14/15,3,Patagioenas squamosa,SNPI,1,26-50,3,Sound (Canto)
Rio Grande IV,3896-5,2/14/15,4,Patagioenas squamosa,SNPI,1,26-50,3,Sound (Canto)
Rio Grande I,3504-1,2/13/15,1,Setophaga adelaidae,ADWA,1,>50,4,Sound (Canto)
Rio Grande I,3504-1,2/13/15,1,Vireo altiloquus,BWVI,1,>50,4,Sound (Canto)
Rio Grande I,3504-1,2/13/15,2,Vireo altiloquus,BWVI,2,>50,4,Sound (Canto)
Rio Grande I,3504-1,2/13/15,3,Vireo altiloquus,BWVI,1,>50,4,Sound (Canto)
Rio Grande I,3504-1,2/13/15,4,Vireo altiloquus,BWVI,1,>50,4,Sound (Canto)
Rio Grande I,3504-1,2/13/15,2,Tyrannus dominicensis,GRAK,1,>50,4,Sound (Canto)
Rio Grande I,3504-1,2/13/15,4,Tyrannus dominicensis,GRAK,2,>50,4,Sound (Canto)
Rio Grande I,3504-1,2/13/15,1,Coccyzus minor,MACU,1,>50,4,Sound (Canto)
Rio Grande I,3504-1,2/13/15,3,Melanerpes portoricensis,PRWO,2,>50,4,Sound (Canto)
Rio Grande I,3504-1,2/13/15,1,Patagioenas squamosa,SNPI,1,>50,4,Sound (Canto)
Rio Grande I,3504-1,2/13/15,2,Patagioenas squamosa,SNPI,1,>50,4,Sound (Canto)
Rio Grande I,3504-1,2/13/15,1,Zenaida asiatica,WWDO,1,>50,4,Sound (Canto)
Rio Grande I,3504-1,2/13/15,4,Zenaida asiatica,WWDO,1,>50,4,Sound (Canto)
Rio Grande I,3504-2,2/13/15,2,Vireo altiloquus,BWVI,3,>50,4,Sound (Canto)
Rio Grande I,3504-2,2/13/15,3,Vireo altiloquus,BWVI,3,>50,4,Sound (Canto)
Rio Grande I,3504-2,2/13/15,4,Vireo altiloquus,BWVI,1,>50,4,Sound (Canto)
Rio Grande I,3504-2,2/13/15,1,Tyrannus dominicensis,GRAK,1,>50,4,Sound (Canto)
Rio Grande I,3504-2,2/13/15,2,Tyrannus dominicensis,GRAK,2,>50,4,Sound (Canto)
Rio Grande I,3504-2,2/13/15,3,Tyrannus dominicensis,GRAK,1,>50,4,Sound (Canto)
Rio Grande I,3504-2,2/13/15,3,Tyrannus dominicensis,GRAK,5,>50,4,Sound (Canto)
Rio Grande I,3504-2,2/13/15,4,Tyrannus dominicensis,GRAK,2,>50,4,Sound (Canto)
Rio Grande I,3504-2,2/13/15,1,Coccyzus vieilloti,PRLC,1,>50,4,Sound (Canto)
Rio Grande I,3504-2,2/13/15,3,Coccyzus vieilloti,PRLC,1,>50,4,Sound (Canto)
Rio Grande I,3504-2,2/13/15,4,Coccyzus vieilloti,PRLC,1,>50,4,Sound (Canto)
Rio Grande I,3504-2,2/13/15,2,Melanerpes portoricensis,PRWO,1,>50,4,Sound (Canto)
Rio Grande I,3504-2,2/13/15,1,Patagioenas squamosa,SNPI,1,>50,4,Sound (Canto)
Rio Grande I,3504-2,2/13/15,3,Patagioenas squamosa,SNPI,1,>50,4,Sound (Canto)
Rio Grande I,3504-2,2/13/15,1,Zenaida asiatica,WWDO,2,>50,4,Sound (Canto)
Rio Grande I,3504-2,2/13/15,2,Zenaida asiatica,WWDO,1,>50,4,Sound (Canto)
Rio Grande I,3504-3,2/13/15,3,Vireo altiloquus,BWVI,1,>50,4,Sound (Canto)
Rio Grande I,3504-3,2/13/15,4,Vireo altiloquus,BWVI,1,>50,4,Sound (Canto)
Rio Grande I,3504-3,2/13/15,4,Tyrannus dominicensis,GRAK,1,>50,4,Sound (Canto)
Rio Grande I,3504-3,2/13/15,1,Tyrannus caudifasciatus,LOKI,1,>50,4,Sound (Canto)
Rio Grande I,3504-3,2/13/15,4,Tyrannus caudifasciatus,LOKI,1,>50,4,Sound (Canto)
Rio Grande I,3504-3,2/13/15,1,Coccyzus minor,MACU,1,>50,4,Sound (Canto)
Rio Grande I,3504-3,2/13/15,1,Melanerpes portoricensis,PRWO,1,>50,4,Sound (Canto)
Rio Grande I,3504-3,2/13/15,4,Melanerpes portoricensis,PRWO,1,>50,4,Sound (Canto)
Rio Grande I,3504-3,2/13/15,3,Turdus plumbeus,RLTH,1,>50,4,Sound (Canto)
Rio Grande I,3504-3,2/13/15,4,Turdus plumbeus,RLTH,1,>50,4,Sound (Canto)
Rio Grande I,3504-3,2/13/15,3,Molothrus bonariensis,SHCO,1,>50,4,Sound (Canto)
Rio Grande I,3504-3,2/13/15,4,Zenaida asiatica,WWDO,1,>50,4,Sound (Canto)
Rio Grande I,3504-4,2/13/15,1,Vireo altiloquus,BWVI,1,>50,4,Sound (Canto)
Rio Grande I,3504-4,2/13/15,2,Vireo altiloquus,BWVI,2,>50,4,Sound (Canto)
Rio Grande I,3504-4,2/13/15,3,Vireo altiloquus,BWVI,2,>50,4,Sound (Canto)
Rio Grande I,3504-4,2/13/15,4,Vireo altiloquus,BWVI,2,>50,4,Sound (Canto)
Rio Grande I,3504-4,2/13/15,1,Tyrannus dominicensis,GRAK,1,>50,4,Sound (Canto)
Rio Grande I,3504-4,2/13/15,4,Tyrannus dominicensis,GRAK,1,>50,4,Sound (Canto)
Rio Grande I,3504-4,2/13/15,2,Melanerpes portoricensis,PRWO,1,>50,4,Sound (Canto)
Rio Grande I,3504-4,2/13/15,4,Melanerpes portoricensis,PRWO,1,>50,4,Sound (Canto)
Rio Grande I,3504-4,2/13/15,1,Turdus plumbeus,RLTH,1,>50,4,Sound (Canto)
Rio Grande I,3504-4,2/13/15,3,Patagioenas squamosa,SNPI,1,>50,4,Sound (Canto)
Rio Grande I,3504-4,2/13/15,1,Zenaida asiatica,WWDO,1,>50,4,Sound (Canto)
Rio Grande I,3504-4,2/13/15,2,Zenaida asiatica,WWDO,1,>50,4,Sound (Canto)
Rio Grande I,3504-4,2/13/15,3,Zenaida asiatica,WWDO,1,>50,4,Sound (Canto)
Rio Grande I,3504-5,2/13/15,1,Vireo altiloquus,BWVI,2,>50,4,Sound (Canto)
Rio Grande I,3504-5,2/13/15,2,Vireo altiloquus,BWVI,2,>50,4,Sound (Canto)
Rio Grande I,3504-5,2/13/15,3,Vireo altiloquus,BWVI,2,>50,4,Sound (Canto)
Rio Grande I,3504-5,2/13/15,4,Vireo altiloquus,BWVI,1,>50,4,Sound (Canto)
Rio Grande I,3504-5,2/13/15,1,Tyrannus dominicensis,GRAK,1,>50,4,Sound (Canto)
Rio Grande I,3504-5,2/13/15,2,Tyrannus dominicensis,GRAK,1,>50,4,Sound (Canto)
Rio Grande I,3504-5,2/13/15,2,Coccyzus minor,MACU,1,>50,4,Sound (Canto)
Rio Grande I,3504-5,2/13/15,3,Coccyzus vieilloti,PRLC,1,>50,4,Sound (Canto)
Rio Grande I,3504-5,2/13/15,4,Melanerpes portoricensis,PRWO,1,>50,4,Sound (Canto)
