Site,Point.ID,Date,Survey.number,Species,Species.code,Count,Distance,Distance.cat,Detection.mode
Aibonito,8280-5,3/26/15,3,Zenaida asiatica,WWDO,1,>50,4,Sound (Canto)
Aibonito,8280-1,3/26/15,1,Coereba flaveola,BANA,1,0-10,1,Sight (Visto)
Aibonito,8280-1,3/26/15,3,Coereba flaveola,BANA,1,0-10,1,Sight (Visto)
Aibonito,8280-2,3/26/15,1,Coereba flaveola,BANA,1,0-10,1,Sight (Visto)
Aibonito,8280-2,3/26/15,2,Coereba flaveola,BANA,1,0-10,1,Sight (Visto)
Aibonito,8280-3,3/26/15,1,Coereba flaveola,BANA,1,0-10,1,Sight (Visto)
Aibonito,8280-3,3/26/15,2,Coereba flaveola,BANA,2,0-10,1,Sight (Visto)
Aibonito,8280-3,3/26/15,4,Coereba flaveola,BANA,1,0-10,1,Sight (Visto)
Aibonito,8280-3,3/26/15,2,Tyrannus caudifasciatus,LOKI,1,0-10,1,Sight (Visto)
Aibonito,8280-3,3/26/15,1,Margarops fuscatus,PETH,1,0-10,1,Sight (Visto)
Aibonito,8280-3,3/26/15,4,Chlorostilbon maugaeus,PREM,1,0-10,1,Sight (Visto)
Aibonito,8280-3,3/26/15,3,Todus mexicanus,PRTO,2,0-10,1,Sight (Visto)
Aibonito,8280-3,3/26/15,1,Patagioenas squamosa,SNPI,1,0-10,1,Sight (Visto)
Aibonito,8280-4,3/26/15,2,Setophaga adelaidae,ADWA,1,0-10,1,Sight (Visto)
Aibonito,8280-4,3/26/15,3,Setophaga adelaidae,ADWA,1,0-10,1,Sight (Visto)
Aibonito,8280-4,3/26/15,2,Coereba flaveola,BANA,2,0-10,1,Sight (Visto)
Aibonito,8280-4,3/26/15,3,Coereba flaveola,BANA,1,0-10,1,Sight (Visto)
Aibonito,8280-4,3/26/15,4,Coereba flaveola,BANA,1,0-10,1,Sight (Visto)
Aibonito,8280-4,3/26/15,1,Chlorostilbon maugaeus,PREM,1,0-10,1,Sight (Visto)
Aibonito,8280-4,3/26/15,2,Chlorostilbon maugaeus,PREM,1,0-10,1,Sight (Visto)
Aibonito,8280-4,3/26/15,4,Chlorostilbon maugaeus,PREM,1,0-10,1,Sight (Visto)
Aibonito,8280-4,3/26/15,3,Todus mexicanus,PRTO,1,0-10,1,Sight (Visto)
Aibonito,8280-4,3/26/15,3,Vireo latimeri,PRVI,1,0-10,1,Sight (Visto)
Aibonito,8280-4,3/26/15,4,Vireo latimeri,PRVI,1,0-10,1,Sight (Visto)
Aibonito,8280-5,3/26/15,2,Coereba flaveola,BANA,1,0-10,1,Sight (Visto)
Aibonito,8280-5,3/26/15,3,Coereba flaveola,BANA,2,0-10,1,Sight (Visto)
Aibonito,8280-5,3/26/15,3,Vireo altiloquus,BWVI,1,0-10,1,Sight (Visto)
Aibonito,8280-1,3/26/15,2,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
Aibonito,8280-3,3/26/15,1,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
Aibonito,8280-3,3/26/15,4,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
Aibonito,8280-3,3/26/15,2,Todus mexicanus,PRTO,1,0-10,1,Sound (Canto)
Aibonito,8280-4,3/26/15,1,Coereba flaveola,BANA,1,0-10,1,Sound (Canto)
Aibonito,8280-4,3/26/15,4,Vireo altiloquus,BWVI,1,0-10,1,Sound (Canto)
Aibonito,8280-4,3/26/15,1,Icterus portoricensis,PROR,1,0-10,1,Sound (Canto)
Aibonito,8280-5,3/26/15,4,Vireo altiloquus,BWVI,1,0-10,1,Sound (Canto)
Aibonito,8280-5,3/26/15,1,Todus mexicanus,PRTO,1,0-10,1,Sound (Canto)
Aibonito,8280-5,3/26/15,3,Todus mexicanus,PRTO,1,0-10,1,Sound (Canto)
Aibonito,8280-1,3/26/15,3,Geotrygon montana,RUQD,1,26-50,3,Sight (Visto)
Aibonito,8280-1,3/26/15,2,Patagioenas squamosa,SNPI,1,26-50,3,Sight (Visto)
Aibonito,8280-1,3/26/15,3,Zenaida asiatica,WWDO,1,26-50,3,Sight (Visto)
Aibonito,8280-2,3/26/15,1,Quiscalus niger,GAGR,1,26-50,3,Sight (Visto)
Aibonito,8280-2,3/26/15,1,Tyrannus dominicensis,GRAK,1,26-50,3,Sight (Visto)
Aibonito,8280-1,3/26/15,1,Setophaga adelaidae,ADWA,1,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,2,Setophaga adelaidae,ADWA,1,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,4,Euphonia musica,ANEU,1,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,2,Tyrannus dominicensis,GRAK,1,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,3,Tyrannus dominicensis,GRAK,2,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,2,Passer domesticus,HOSP,1,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,3,Passer domesticus,HOSP,1,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,1,Margarops fuscatus,PETH,1,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,2,Margarops fuscatus,PETH,1,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,3,Margarops fuscatus,PETH,1,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,4,Margarops fuscatus,PETH,1,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,3,Icterus portoricensis,PROR,2,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,1,Melanerpes portoricensis,PRWO,2,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,1,Geotrygon montana,RUQD,1,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,2,Geotrygon montana,RUQD,1,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,3,Geotrygon montana,RUQD,1,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,4,Geotrygon montana,RUQD,1,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,4,Molothrus bonariensis,SHCO,1,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,1,Patagioenas squamosa,SNPI,1,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,2,Zenaida asiatica,WWDO,2,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,4,Zenaida asiatica,WWDO,1,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,2,Zenaida aurita,ZEND,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,2,Setophaga adelaidae,ADWA,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,4,Coereba flaveola,BANA,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,1,Vireo altiloquus,BWVI,3,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,3,Vireo altiloquus,BWVI,2,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,2,Columbina passerina,COGD,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,4,Quiscalus niger,GAGR,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,2,Tyrannus dominicensis,GRAK,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,2,Tyrannus caudifasciatus,LOKI,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,3,Tyrannus caudifasciatus,LOKI,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,3,Mimus polyglottos,NOMO,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,2,Margarops fuscatus,PETH,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,3,Margarops fuscatus,PETH,2,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,4,Margarops fuscatus,PETH,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,1,Icterus portoricensis,PROR,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,2,Icterus portoricensis,PROR,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,4,Icterus portoricensis,PROR,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,1,Melanerpes portoricensis,PRWO,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,2,Melanerpes portoricensis,PRWO,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,4,Molothrus bonariensis,SHCO,2,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,3,Patagioenas squamosa,SNPI,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,4,Patagioenas squamosa,SNPI,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,2,Zenaida asiatica,WWDO,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,3,Zenaida asiatica,WWDO,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,4,Zenaida asiatica,WWDO,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,1,Zenaida aurita,ZEND,2,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,2,Zenaida aurita,ZEND,1,26-50,3,Sound (Canto)
Aibonito,8280-2,3/26/15,4,Zenaida aurita,ZEND,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,2,Setophaga adelaidae,ADWA,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,1,Vireo altiloquus,BWVI,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,3,Vireo altiloquus,BWVI,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,3,Tyrannus dominicensis,GRAK,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,4,Tyrannus dominicensis,GRAK,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,1,Tyrannus caudifasciatus,LOKI,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,4,Tyrannus caudifasciatus,LOKI,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,1,Margarops fuscatus,PETH,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,3,Margarops fuscatus,PETH,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,4,Margarops fuscatus,PETH,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,2,Myiarchus antillarum,PRFL,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,3,Myiarchus antillarum,PRFL,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,4,Myiarchus antillarum,PRFL,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,1,Icterus portoricensis,PROR,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,4,Icterus portoricensis,PROR,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,3,Melanerpes portoricensis,PRWO,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,4,Melanerpes portoricensis,PRWO,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,1,Turdus plumbeus,RLTH,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,4,Molothrus bonariensis,SHCO,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,4,Patagioenas squamosa,SNPI,2,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,1,Zenaida asiatica,WWDO,2,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,1,Tiaris olivaceus,YFGR,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,1,Zenaida aurita,ZEND,1,26-50,3,Sound (Canto)
Aibonito,8280-3,3/26/15,3,Zenaida aurita,ZEND,1,26-50,3,Sound (Canto)
Aibonito,8280-4,3/26/15,1,Euphonia musica,ANEU,1,26-50,3,Sound (Canto)
Aibonito,8280-4,3/26/15,3,Columbina passerina,COGD,1,26-50,3,Sound (Canto)
Aibonito,8280-4,3/26/15,3,Tyrannus dominicensis,GRAK,1,26-50,3,Sound (Canto)
Aibonito,8280-4,3/26/15,1,Tyrannus caudifasciatus,LOKI,1,26-50,3,Sound (Canto)
Aibonito,8280-4,3/26/15,4,Tyrannus caudifasciatus,LOKI,1,26-50,3,Sound (Canto)
Aibonito,8280-4,3/26/15,1,Margarops fuscatus,PETH,2,26-50,3,Sound (Canto)
Aibonito,8280-4,3/26/15,2,Margarops fuscatus,PETH,1,26-50,3,Sound (Canto)
Aibonito,8280-4,3/26/15,4,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Aibonito,8280-4,3/26/15,1,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Aibonito,8280-4,3/26/15,2,Melanerpes portoricensis,PRWO,1,26-50,3,Sound (Canto)
Aibonito,8280-4,3/26/15,2,Turdus plumbeus,RLTH,1,26-50,3,Sound (Canto)
Aibonito,8280-4,3/26/15,3,Patagioenas squamosa,SNPI,1,26-50,3,Sound (Canto)
Aibonito,8280-4,3/26/15,1,Zenaida asiatica,WWDO,2,26-50,3,Sound (Canto)
Aibonito,8280-4,3/26/15,2,Zenaida asiatica,WWDO,2,26-50,3,Sound (Canto)
Aibonito,8280-4,3/26/15,4,Zenaida asiatica,WWDO,1,26-50,3,Sound (Canto)
Aibonito,8280-4,3/26/15,3,Zenaida aurita,ZEND,1,26-50,3,Sound (Canto)
Aibonito,8280-4,3/26/15,4,Zenaida aurita,ZEND,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,1,Setophaga adelaidae,ADWA,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,2,Setophaga adelaidae,ADWA,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,3,Setophaga adelaidae,ADWA,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,4,Setophaga adelaidae,ADWA,2,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,1,Coereba flaveola,BANA,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,2,Vireo altiloquus,BWVI,2,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,1,Tyrannus caudifasciatus,LOKI,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,2,Tyrannus caudifasciatus,LOKI,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,1,Coccyzus minor,MACU,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,3,Coccyzus minor,MACU,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,1,Margarops fuscatus,PETH,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,2,Margarops fuscatus,PETH,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,2,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,4,Loxigilla portoricensis,PRBU,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,2,Icterus portoricensis,PROR,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,4,Icterus portoricensis,PROR,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,4,Spindalis portoricensis,PRSP,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,1,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,2,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,3,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,4,Vireo latimeri,PRVI,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,1,Melanerpes portoricensis,PRWO,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,1,Melanerpes portoricensis,PRWO,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,3,Geotrygon montana,RUQD,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,3,Crotophaga ani,SBAN,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,1,Patagioenas squamosa,SNPI,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,1,zenaida aurita,ZEND,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,2,zenaida aurita,ZEND,1,26-50,3,Sound (Canto)
Aibonito,8280-5,3/26/15,3,zenaida aurita,ZEND,1,26-50,3,Sound (Canto)
Aibonito,8280-1,3/26/15,1,Bubulcus ibis,CAEG,1,Fly-over/Volandos,NA,Sight (Visto)
Aibonito,8280-1,3/26/15,2,Patagioenas squamosa,SNPI,1,Fly-over/Volandos,NA,Sight (Visto)
Aibonito,8280-2,3/26/15,4,Falco sparverius,AMKE,1,Fly-over/Volandos,NA,Sight (Visto)
Aibonito,8280-2,3/26/15,3,Buteo jamaicensis,RTHA,1,Fly-over/Volandos,NA,Sight (Visto)
Aibonito,8280-5,3/26/15,2,Buteo jamaicensis,RTHA,1,Fly-over/Volandos,NA,Sight (Visto)
Arecibo,1342-1,2/2/15,4,Loxigilla portoricensis,PRBU,1,25-Nov,2,Sight (Visto)
Arecibo,1342-1,2/2/15,3,Zenaida asiatica,WWDO,1,25-Nov,2,Sight (Visto)
Arecibo,1342-2,2/2/15,4,Coereba flaveola,BANA,2,25-Nov,2,Sight (Visto)
Arecibo,1342-2,2/2/15,4,Contopus latirostris,LAPE,1,25-Nov,2,Sight (Visto)
Arecibo,1342-2,2/2/15,3,Turdus plumbeus,RLTH,1,25-Nov,2,Sight (Visto)
Arecibo,1342-3,2/2/15,2,Mimus polyglottos,NOMO,2,25-Nov,2,Sight (Visto)
Arecibo,1342-3,2/2/15,3,Turdus plumbeus,RLTH,1,25-Nov,2,Sight (Visto)
Arecibo,1342-3,2/2/15,1,Tiaris olivaceus,YFGR,1,25-Nov,2,Sight (Visto)
Arecibo,1342-4,2/2/15,2,Coereba flaveola,BANA,1,25-Nov,2,Sight (Visto)
Arecibo,1342-4,2/2/15,1,Bubulcus ibis,CAEG,1,25-Nov,2,Sight (Visto)
Arecibo,1342-4,2/2/15,2,Anthracothorax viridis,GMAG,1,25-Nov,2,Sight (Visto)
Arecibo,1342-5,2/2/15,1,Crotophaga ani,SBAN,1,25-Nov,2,Sight (Visto)
Arecibo,1342-1,2/2/15,1,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Arecibo,1342-1,2/2/15,2,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Arecibo,1342-1,2/2/15,3,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Arecibo,1342-1,2/2/15,4,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Arecibo,1342-1,2/2/15,2,Columbina passerina,COGD,1,25-Nov,2,Sound (Canto)
Arecibo,1342-1,2/2/15,1,Tyrannus dominicensis,GRAK,1,25-Nov,2,Sound (Canto)
Arecibo,1342-1,2/2/15,2,Tyrannus dominicensis,GRAK,2,25-Nov,2,Sound (Canto)
Arecibo,1342-1,2/2/15,3,Tyrannus dominicensis,GRAK,1,25-Nov,2,Sound (Canto)
Arecibo,1342-1,2/2/15,1,Tyrannus caudifasciatus,LOKI,1,25-Nov,2,Sound (Canto)
Arecibo,1342-1,2/2/15,4,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Arecibo,1342-1,2/2/15,4,Turdus plumbeus,RLTH,1,25-Nov,2,Sound (Canto)
Arecibo,1342-1,2/2/15,3,Zenaida asiatica,WWDO,1,25-Nov,2,Sound (Canto)
Arecibo,1342-1,2/2/15,4,Zenaida asiatica,WWDO,1,25-Nov,2,Sound (Canto)
Arecibo,1342-2,2/2/15,1,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Arecibo,1342-2,2/2/15,3,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Arecibo,1342-2,2/2/15,1,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Arecibo,1342-2,2/2/15,3,Todus mexicanus,PRTO,1,25-Nov,2,Sound (Canto)
Arecibo,1342-2,2/2/15,2,Turdus plumbeus,RLTH,1,25-Nov,2,Sound (Canto)
Arecibo,1342-2,2/2/15,2,Molothrus bonariensis,SHCO,1,25-Nov,2,Sound (Canto)
Arecibo,1342-3,2/2/15,1,Setophaga adelaidae,ADWA,1,25-Nov,2,Sound (Canto)
Arecibo,1342-3,2/2/15,2,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Arecibo,1342-3,2/2/15,3,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Arecibo,1342-3,2/2/15,4,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Arecibo,1342-3,2/2/15,4,Bubulcus ibis,CAEG,1,25-Nov,2,Sound (Canto)
Arecibo,1342-3,2/2/15,1,Tyrannus caudifasciatus,LOKI,1,25-Nov,2,Sound (Canto)
Arecibo,1342-3,2/2/15,1,Mimus polyglottos,NOMO,1,25-Nov,2,Sound (Canto)
Arecibo,1342-3,2/2/15,1,Loxigilla portoricensis,PRBU,1,25-Nov,2,Sound (Canto)
Arecibo,1342-3,2/2/15,3,Loxigilla portoricensis,PRBU,1,25-Nov,2,Sound (Canto)
Arecibo,1342-3,2/2/15,4,Loxigilla portoricensis,PRBU,1,25-Nov,2,Sound (Canto)
Arecibo,1342-4,2/2/15,3,Setophaga adelaidae,ADWA,1,25-Nov,2,Sound (Canto)
Arecibo,1342-4,2/2/15,1,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Arecibo,1342-4,2/2/15,2,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Arecibo,1342-4,2/2/15,3,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Arecibo,1342-4,2/2/15,3,Tyrannus caudifasciatus,LOKI,1,25-Nov,2,Sound (Canto)
Arecibo,1342-4,2/2/15,4,Myiarchus antillarum,PRFL,1,25-Nov,2,Sound (Canto)
Arecibo,1342-4,2/2/15,1,Coccyzus vieilloti,PRLC,1,25-Nov,2,Sound (Canto)
Arecibo,1342-4,2/2/15,3,Coccyzus vieilloti,PRLC,1,25-Nov,2,Sound (Canto)
Arecibo,1342-4,2/2/15,1,Vireo latimeri,PRVI,1,25-Nov,2,Sound (Canto)
Arecibo,1342-4,2/2/15,2,Turdus plumbeus,RLTH,1,25-Nov,2,Sound (Canto)
Arecibo,1342-4,2/2/15,3,Molothrus bonariensis,SHCO,1,25-Nov,2,Sound (Canto)
Arecibo,1342-4,2/2/15,4,Molothrus bonariensis,SHCO,1,25-Nov,2,Sound (Canto)
Arecibo,1342-5,2/2/15,1,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Arecibo,1342-5,2/2/15,2,Coereba flaveola,BANA,1,25-Nov,2,Sound (Canto)
Arecibo,1342-5,2/2/15,3,Coereba flaveola,BANA,3,25-Nov,2,Sound (Canto)
Arecibo,1342-5,2/2/15,4,Coereba flaveola,BANA,2,25-Nov,2,Sound (Canto)
Arecibo,1342-5,2/2/15,2,Coccyzus vieilloti,PRLC,1,25-Nov,2,Sound (Canto)
Arecibo,1342-5,2/2/15,1,Vireo latimeri,PRVI,1,25-Nov,2,Sound (Canto)
Arecibo,1342-5,2/2/15,2,Vireo latimeri,PRVI,1,25-Nov,2,Sound (Canto)
Arecibo,1342-5,2/2/15,1,Turdus plumbeus,RLTH,1,25-Nov,2,Sound (Canto)
Arecibo,1342-5,2/2/15,2,Turdus plumbeus,RLTH,1,25-Nov,2,Sound (Canto)
Arecibo,1342-5,2/2/15,3,Turdus plumbeus,RLTH,1,25-Nov,2,Sound (Canto)
Arecibo,1342-2,2/2/15,2,Tyrannus dominicensis,GRAK,2,>50,4,Sound (Canto)
Arecibo,1342-2,2/2/15,4,Tyrannus dominicensis,GRAK,1,>50,4,Sound (Canto)
Arecibo,1342-2,2/2/15,3,Setophaga citrina,HOWA,1,>50,4,Sound (Canto)
Arecibo,1342-2,2/2/15,3,Tyrannus caudifasciatus,LOKI,1,>50,4,Sound (Canto)
Arecibo,1342-2,2/2/15,4,Tyrannus caudifasciatus,LOKI,1,>50,4,Sound (Canto)
Arecibo,1342-2,2/2/15,1,Coccyzus vieilloti,PRLC,1,>50,4,Sound (Canto)
Arecibo,1342-2,2/2/15,1,Vireo latimeri,PRVI,1,>50,4,Sound (Canto)
Arecibo,1342-2,2/2/15,2,Vireo latimeri,PRVI,1,>50,4,Sound (Canto)
Arecibo,1342-2,2/2/15,3,Vireo latimeri,PRVI,1,>50,4,Sound (Canto)
Arecibo,1342-2,2/2/15,3,Turdus plumbeus,RLTH,1,>50,4,Sound (Canto)
Arecibo,1342-2,2/2/15,4,Crotophaga ani,SBAN,1,>50,4,Sound (Canto)
Arecibo,1342-2,2/2/15,4,Zenaida asiatica,WWDO,2,>50,4,Sound (Canto)
Arecibo,1342-3,2/2/15,3,Setophaga adelaidae,ADWA,1,>50,4,Sound (Canto)
Arecibo,1342-3,2/2/15,4,Setophaga adelaidae,ADWA,1,>50,4,Sound (Canto)
Arecibo,1342-3,2/2/15,2,Vireo altiloquus,BWVI,1,>50,4,Sound (Canto)
Arecibo,1342-3,2/2/15,3,Vireo altiloquus,BWVI,1,>50,4,Sound (Canto)
Arecibo,1342-3,2/2/15,4,Vireo altiloquus,BWVI,1,>50,4,Sound (Canto)
Arecibo,1342-3,2/2/15,1,Tyrannus dominicensis,GRAK,1,>50,4,Sound (Canto)
Arecibo,1342-3,2/2/15,3,Vireo latimeri,PRVI,1,>50,4,Sound (Canto)
Arecibo,1342-3,2/2/15,1,Crotophaga ani,SBAN,2,>50,4,Sound (Canto)
Arecibo,1342-3,2/2/15,1,Patagioenas squamosa,SNPI,1,>50,4,Sound (Canto)
Arecibo,1342-3,2/2/15,2,Patagioenas squamosa,SNPI,1,>50,4,Sound (Canto)
Arecibo,1342-3,2/2/15,2,Zenaida asiatica,WWDO,1,>50,4,Sound (Canto)
Arecibo,1342-3,2/2/15,3,Zenaida asiatica,WWDO,1,>50,4,Sound (Canto)
Arecibo,1342-3,2/2/15,4,Zenaida asiatica,WWDO,1,>50,4,Sound (Canto)
Arecibo,1342-4,2/2/15,1,Setophaga adelaidae,ADWA,1,>50,4,Sound (Canto)
Arecibo,1342-4,2/2/15,4,Loxigilla portoricensis,PRBU,1,>50,4,Sound (Canto)
Arecibo,1342-4,2/2/15,2,Coccyzus vieilloti,PRLC,1,>50,4,Sound (Canto)
Arecibo,1342-4,2/2/15,3,Vireo latimeri,PRVI,1,>50,4,Sound (Canto)
Arecibo,1342-4,2/2/15,4,Vireo latimeri,PRVI,1,>50,4,Sound (Canto)
Arecibo,1342-4,2/2/15,4,Zenaida asiatica,WWDO,1,>50,4,Sound (Canto)
Arecibo,1342-5,2/2/15,1,Loxigilla portoricensis,PRBU,1,>50,4,Sound (Canto)
Arecibo,1342-5,2/2/15,1,Coccyzus vieilloti,PRLC,1,>50,4,Sound (Canto)
Arecibo,1342-5,2/2/15,2,Coccyzus vieilloti,PRLC,1,>50,4,Sound (Canto)
Arecibo,1342-5,2/2/15,3,Coccyzus vieilloti,PRLC,1,>50,4,Sound (Canto)
Arecibo,1342-5,2/2/15,1,Vireo latimeri,PRVI,1,>50,4,Sound (Canto)
Arecibo,1342-5,2/2/15,3,Vireo latimeri,PRVI,1,>50,4,Sound (Canto)
Arecibo,1342-5,2/2/15,4,Turdus plumbeus,RLTH,1,>50,4,Sound (Canto)
Arecibo,1342-1,2/2/15,4,Todus mexicanus,PRTO,1,0-10,1,Sight (Visto)
Arecibo,1342-2,2/2/15,2,Coereba flaveola,BANA,2,0-10,1,Sight (Visto)
Arecibo,1342-2,2/2/15,1,Contopus latirostris,LAPE,1,0-10,1,Sight (Visto)
