gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
822827522	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS157377690	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Kelsey Ridge	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.793969	-71.318697							2012-06-24T02:00Z	24	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS157377690			CC0_1_0		obsr197114			2017-02-17T06:20Z		COORDINATE_ROUNDED
822825981	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS154251145	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Slide Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	41.998611	-74.386389							2012-05-24T02:00Z	24	5	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS154251145			CC0_1_0		obsr128801			2017-02-17T06:20Z		
822824052	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS157505150	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Slide Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	41.998611	-74.386389							2012-06-18T02:00Z	18	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS157505150			CC0_1_0		obsr135796			2017-02-17T06:20Z		
822821026	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS156091719	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Franconia Notch SP	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.169908	-71.687409							2012-06-10T02:00Z	10	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS156091719			CC0_1_0		obsr272549			2017-02-17T06:20Z		
822820778	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS152714535	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	DO	Zapotén	e2e717bf-551a-4917-bdc9-4fa0f342c530	18.30819	-71.70984							2012-02-23T01:00Z	23	2	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS152714535			CC0_1_0		obsr307753			2017-02-17T06:20Z		
822818506	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS157260307	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	CA	L'Acropole des Draveurs	e2e717bf-551a-4917-bdc9-4fa0f342c530	47.887193	-70.458162							2012-06-19T02:00Z	19	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS157260307			CC0_1_0		obsr27775			2017-02-17T06:20Z		COORDINATE_ROUNDED
822818483	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_NH:OBS156119444	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Cannon Mt. - Franconia	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.156685	-71.698703							2012-06-08T02:00Z	8	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_NH	OBS156119444			CC0_1_0		obsr165048			2017-02-17T06:20Z		COORDINATE_ROUNDED
822813051	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_CAN:OBS157608042	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Saddleback Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.93438	-70.50831							2012-06-23T02:00Z	23	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_CAN	OBS157608042			CC0_1_0		obsr306852			2017-02-17T06:20Z		
822808335	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS157855611	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Saddleback Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.93438	-70.50831							2012-06-29T02:00Z	29	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS157855611			CC0_1_0		obsr201422			2017-02-17T06:20Z		
822805672	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS155989517	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mt. Jefferson - Caps Ridge Trail	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.302441	-71.329335							2012-06-10T02:00Z	10	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS155989517			CC0_1_0		obsr192135			2017-02-17T06:20Z		COORDINATE_ROUNDED
822795231	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS154595863	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Pico Peak - Slopes	e2e717bf-551a-4917-bdc9-4fa0f342c530	43.654283	-72.838255							2012-05-26T02:00Z	26	5	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS154595863			CC0_1_0		obsr211514			2017-02-17T06:20Z		COORDINATE_ROUNDED
822792382	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS155773947	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Whiteface Mt--Memorial Hwy near road end	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.368364	-73.90166							2012-06-08T02:00Z	8	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS155773947			CC0_1_0		obsr37488			2017-02-17T06:20Z		COORDINATE_ROUNDED
822785109	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS157101931	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mt Pierce/Jackson	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.203484	-71.373909							2012-06-23T02:00Z	23	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS157101931			CC0_1_0		obsr289720			2017-02-17T06:20Z		
822779637	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_NH:OBS157481196	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Wildcat Ridge Trail - WMNF	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.251832	-71.205402							2012-06-23T02:00Z	23	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_NH	OBS157481196			CC0_1_0		obsr175179			2017-02-17T06:20Z		COORDINATE_ROUNDED
822773102	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS154444405	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Pico Peak - Slopes	e2e717bf-551a-4917-bdc9-4fa0f342c530	43.654283	-72.838255							2012-05-26T02:00Z	26	5	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS154444405			CC0_1_0		obsr171350			2017-02-17T06:20Z		COORDINATE_ROUNDED
822772590	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS156026947	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	NH-Grafton-No. N and S Twin vis N twin trail	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.216218	-71.533928							2012-06-10T02:00Z	10	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS156026947			CC0_1_0		obsr23453			2017-02-17T06:20Z		COORDINATE_ROUNDED
822771947	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS156214793	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mt. Mansfield IBA	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.528164	-72.816124							2012-06-11T02:00Z	11	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS156214793			CC0_1_0		obsr211888			2017-02-17T06:20Z		
822767859	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS156765782	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Big Moose Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	45.478334	-69.704559							2012-06-19T02:00Z	19	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS156765782			CC0_1_0		obsr189231			2017-02-17T06:20Z		COORDINATE_ROUNDED
822765893	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS155466634	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Slide Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	41.998611	-74.386389							2012-05-24T02:00Z	24	5	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS155466634			CC0_1_0		obsr181113			2017-02-17T06:20Z		
822765800	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS157316817	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	JerusalemTrail--Mt. Ellen	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.178634	-72.952051							2012-06-17T02:00Z	17	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS157316817			CC0_1_0		obsr35307			2017-02-17T06:20Z		COORDINATE_ROUNDED
822759477	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS160853228	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	US-NH-Northern Presidentials	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.319557	-71.290703							2012-08-12T02:00Z	12	8	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS160853228			CC0_1_0		obsr215585			2017-02-17T06:20Z		COORDINATE_ROUNDED
822756690	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS155756291	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Kelsey Ridge	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.793969	-71.318697							2012-06-06T02:00Z	6	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS155756291			CC0_1_0		obsr197114			2017-02-17T06:20Z		COORDINATE_ROUNDED
822755433	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS156470635	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Plateau Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	42.151857	-74.185726							2012-06-16T02:00Z	16	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS156470635			CC0_1_0		obsr30770			2017-02-17T06:20Z		COORDINATE_ROUNDED
822750428	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS154060565	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Pico Peak summit to Rt. 4	e2e717bf-551a-4917-bdc9-4fa0f342c530	43.651401	-72.837024							2012-05-21T02:00Z	21	5	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS154060565			CC0_1_0		obsr109896			2017-02-17T06:20Z		COORDINATE_ROUNDED
822750413	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS158084726	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Dixville Study Area	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.834006	-71.291227							2012-07-01T02:00Z	1	7	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS158084726			CC0_1_0		obsr197114			2017-02-17T06:20Z		COORDINATE_ROUNDED
822750408	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS158324426	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	BMP	e2e717bf-551a-4917-bdc9-4fa0f342c530	45.142032	-70.312674							2012-07-07T02:00Z	7	7	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS158324426			CC0_1_0		obsr235246			2017-02-17T06:20Z		COORDINATE_ROUNDED
822749969	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS158143066	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Kinsman Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.122099	-71.735916							2012-06-16T02:00Z	16	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS158143066			CC0_1_0		obsr273696			2017-02-17T06:20Z		COORDINATE_ROUNDED
822747339	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS157905412	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	White Mt. NF--Caps Ridge Trail	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.299398	-71.337199							2012-06-18T02:00Z	18	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS157905412			CC0_1_0		obsr91307			2017-02-17T06:20Z		COORDINATE_ROUNDED
822744504	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS159149686	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Whiteface Mt--Memorial Hwy near road end	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.368364	-73.90166							2012-07-20T02:00Z	20	7	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS159149686			CC0_1_0		obsr204089			2017-02-17T06:20Z		COORDINATE_ROUNDED
822741204	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS154059223	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Pico Peak summit to Rt. 4	e2e717bf-551a-4917-bdc9-4fa0f342c530	43.651401	-72.837024							2012-05-21T02:00Z	21	5	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS154059223			CC0_1_0		obsr20062			2017-02-17T06:20Z		COORDINATE_ROUNDED
822740408	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS155980059	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Dixville Study Area	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.834006	-71.291227							2012-06-10T02:00Z	10	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS155980059			CC0_1_0		obsr197114			2017-02-17T06:20Z		COORDINATE_ROUNDED
822739373	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS159267436	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Saddleback Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.93438	-70.50831							2012-07-21T02:00Z	21	7	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS159267436			CC0_1_0		obsr317171			2017-02-17T06:20Z		
822739292	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS155517633	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Dixville Study Area	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.834006	-71.291227							2012-06-01T02:00Z	1	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS155517633			CC0_1_0		obsr197114			2017-02-17T06:20Z		COORDINATE_ROUNDED
822739196	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS157785855	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Kelsey Ridge	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.793969	-71.318697							2012-06-30T02:00Z	30	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS157785855			CC0_1_0		obsr197114			2017-02-17T06:20Z		COORDINATE_ROUNDED
822737980	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_NH:OBS157662414	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Flume Slide and Liberty Springs Trails - Mount Flume and Mount Liberty	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.113957	-71.632001							2012-06-30T02:00Z	30	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_NH	OBS157662414			CC0_1_0		obsr245449			2017-02-17T06:20Z		COORDINATE_ROUNDED
822737512	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS155732732	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Cannon Mt. - Franconia	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.156685	-71.698703							2012-06-08T02:00Z	8	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS155732732			CC0_1_0		obsr315870			2017-02-17T06:20Z		COORDINATE_ROUNDED
822737100	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS155979255	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Cannon Mt. - Franconia	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.156685	-71.698703							2012-06-10T02:00Z	10	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS155979255			CC0_1_0		obsr283769			2017-02-17T06:20Z		COORDINATE_ROUNDED
822736520	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS157269220	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	CA	L'Acropole des Draveurs	e2e717bf-551a-4917-bdc9-4fa0f342c530	47.887193	-70.458162							2012-06-19T02:00Z	19	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS157269220			CC0_1_0		obsr31646			2017-02-17T06:20Z		COORDINATE_ROUNDED
822734196	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS155536901	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	CA	PN du Mt-Mégantic--zone générale	e2e717bf-551a-4917-bdc9-4fa0f342c530	45.426227	-71.125574							2012-06-05T02:00Z	5	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS155536901			CC0_1_0		obsr26632			2017-02-17T06:20Z		COORDINATE_ROUNDED
822733663	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS158084462	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Kelsey Ridge	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.793969	-71.318697							2012-07-03T02:00Z	3	7	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS158084462			CC0_1_0		obsr197114			2017-02-17T06:20Z		COORDINATE_ROUNDED
822733316	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS157377526	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Dixville Study Area	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.834006	-71.291227							2012-06-25T02:00Z	25	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS157377526			CC0_1_0		obsr197114			2017-02-17T06:20Z		COORDINATE_ROUNDED
822732934	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS156385586	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Camels Hump State Park--Summit	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.3194	-72.8867							2012-06-15T02:00Z	15	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS156385586			CC0_1_0		obsr250131			2017-02-17T06:20Z		
822731189	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS156006237	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	White Mt. NF--Caps Ridge Trail	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.299398	-71.337199							2012-06-10T02:00Z	10	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS156006237			CC0_1_0		obsr164417			2017-02-17T06:20Z		COORDINATE_ROUNDED
822728366	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS154591926	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Camels Hump State Park--Summit	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.3194	-72.8867							2012-05-27T02:00Z	27	5	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS154591926			CC0_1_0		obsr238627			2017-02-17T06:20Z		
822727204	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS157047123	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	forester trail to belvidere mtn to tillotson camp - Lowell	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.773536	-72.553407							2012-06-23T02:00Z	23	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS157047123			CC0_1_0		obsr189783			2017-02-17T06:20Z		COORDINATE_ROUNDED
822719463	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS158214391	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Whiteface Mt--Memorial Hwy near road end	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.368364	-73.90166							2012-06-23T02:00Z	23	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS158214391			CC0_1_0		obsr304070			2017-02-17T06:20Z		COORDINATE_ROUNDED
822718839	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS157269254	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	CA	L'Acropole des Draveurs	e2e717bf-551a-4917-bdc9-4fa0f342c530	47.887193	-70.458162							2012-06-18T02:00Z	18	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS157269254			CC0_1_0		obsr31646			2017-02-17T06:20Z		COORDINATE_ROUNDED
822715758	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS153904001	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Forest Park	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.701323	-73.851337							2012-05-20T02:00Z	20	5	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS153904001			CC0_1_0		obsr183735			2017-02-17T06:20Z		COORDINATE_ROUNDED
822714774	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS156539327	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Kelsey Ridge	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.793969	-71.318697							2012-06-15T02:00Z	15	6	2012	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS156539327			CC0_1_0		obsr197114			2017-02-17T06:20Z		COORDINATE_ROUNDED
