gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1378049101	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS332219710	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Dixville Peak	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.831465	-71.318607							2015-07-17T02:00Z	17	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS332219710			CC0_1_0		obsr252939			2017-02-17T06:20Z		COORDINATE_ROUNDED
1378036903	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331960807	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mt. Mansfield IBA	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.528164	-72.816124							2015-07-15T02:00Z	15	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331960807			CC0_1_0		obsr22529			2017-02-17T06:20Z		
1378034797	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331961843	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Whiteface Mt--Memorial Hwy near road end	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.368364	-73.90166							2015-07-15T02:00Z	15	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331961843			CC0_1_0		obsr187340			2017-02-17T06:20Z		COORDINATE_ROUNDED
1378001412	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS332019871	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Sugarloaf Mtn.	e2e717bf-551a-4917-bdc9-4fa0f342c530	45.030772	-70.313702							2015-07-13T02:00Z	13	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS332019871			CC0_1_0		obsr438546			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377997879	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS332018046	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	South Crocker Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	45.035807	-70.377302							2015-07-10T02:00Z	10	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS332018046			CC0_1_0		obsr438546			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377997718	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS332015606	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Saddleback Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.93438	-70.50831							2015-07-07T02:00Z	7	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS332015606			CC0_1_0		obsr438546			2017-02-17T06:20Z		
1377994280	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS332016824	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Bigelow Preserve	e2e717bf-551a-4917-bdc9-4fa0f342c530	45.14282	-70.335503							2015-07-08T02:00Z	8	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS332016824			CC0_1_0		obsr438546			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377991989	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS332018658	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mt Abraham	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.971964	-70.32692							2015-07-11T02:00Z	11	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS332018658			CC0_1_0		obsr438546			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377944280	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS332050407	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	White Mt. NF--Caps Ridge Trail	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.299398	-71.337199							2015-07-16T02:00Z	16	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS332050407			CC0_1_0		obsr507903			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377934263	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS332038311	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	US-NH-Jefferson - 44.2982x-71.3433 - Jul 16 - 2015 - 10:13 AM	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.298172	-71.343294							2015-07-16T02:00Z	16	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS332038311			CC0_1_0		obsr301985			2017-02-17T06:20Z		
1377929720	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331788864	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mt. Mansfield IBA	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.528164	-72.816124							2015-07-14T02:00Z	14	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331788864			CC0_1_0		obsr102014			2017-02-17T06:20Z		
1377911698	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331724657	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	VTRU-Okemo MT - Mountain Rd - Mount Holly	e2e717bf-551a-4917-bdc9-4fa0f342c530	43.412405	-72.750521							2015-07-11T02:00Z	11	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331724657			CC0_1_0		obsr420405			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377907104	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331729672	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Whiteface Mt--Memorial Hwy near road end	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.368364	-73.90166							2015-07-11T02:00Z	11	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331729672			CC0_1_0		obsr228911			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377863386	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331717592	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	summit wakely mt	e2e717bf-551a-4917-bdc9-4fa0f342c530	43.735383	-74.51477							2015-07-14T02:00Z	14	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331717592			CC0_1_0		obsr18090			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377862569	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331721332	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	VTRU-Okemo MT - Mountain Rd - Mount Holly	e2e717bf-551a-4917-bdc9-4fa0f342c530	43.412405	-72.750521							2015-07-11T02:00Z	11	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331721332			CC0_1_0		obsr542239			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377774650	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331670923	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Whiteface Mt--Memorial Hwy near road end	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.368364	-73.90166							2015-06-27T02:00Z	27	6	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331670923			CC0_1_0		obsr353739			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377766901	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331539085	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Stratton Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	43.0859	-72.9255							2015-07-12T02:00Z	12	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331539085			CC0_1_0		obsr116821			2017-02-17T06:20Z		
1377766599	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331532473	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Sandwich Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	43.903567	-71.503845							2015-07-11T02:00Z	11	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331532473			CC0_1_0		obsr296640			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377758858	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331533606	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mt. Tecumseh - Waterville Valley	e2e717bf-551a-4917-bdc9-4fa0f342c530	43.966553	-71.556959							2015-07-12T02:00Z	12	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331533606			CC0_1_0		obsr296640			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377718732	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_NH:OBS331583791	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	White Mt. NF--Starr King Trail - Jefferson	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.429706	-71.434789							2015-07-13T02:00Z	13	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_NH	OBS331583791			CC0_1_0		obsr245449			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377691447	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331433233	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Cannon Mt. - Franconia	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.156685	-71.698703							2015-07-12T02:00Z	12	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331433233			CC0_1_0		obsr528848			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377660653	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331454651	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mt. Colvin	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.09425	-73.83446							2015-07-12T02:00Z	12	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331454651			CC0_1_0		obsr436055			2017-02-17T06:20Z		
1377660635	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331454290	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mount Washington Auto Road	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.289421	-71.228914							2015-07-12T02:00Z	12	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331454290			CC0_1_0		obsr59133			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377647354	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_VINS:OBS331446369	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	East Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.664929	-71.771622							2015-06-30T02:00Z	30	6	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_VINS	OBS331446369			CC0_1_0		obsr491736			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377642263	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331484290	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Dixville Peak	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.831465	-71.318607							2015-07-10T02:00Z	10	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331484290			CC0_1_0		obsr252939			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377632891	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331496725	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Slide Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	41.998611	-74.386389							2015-07-12T02:00Z	12	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331496725			CC0_1_0		obsr576748			2017-02-17T06:20Z		
1377628966	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331481714	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Greenleaf AMC Hut	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.15998	-71.660278							2015-07-06T02:00Z	6	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331481714			CC0_1_0		obsr17717			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377614003	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331365027	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Evans Notch -- Blueberry Mtn/Shell Pond	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.251957	-70.990424							2015-07-11T02:00Z	11	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331365027			CC0_1_0		obsr340972			2017-02-17T06:20Z		
1377576628	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331391875	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Cannon Mt. - Franconia	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.156685	-71.698703							2015-07-12T02:00Z	12	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331391875			CC0_1_0		obsr243504			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377373905	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331104665	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mount Washington Auto Road	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.289421	-71.228914							2015-07-10T02:00Z	10	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331104665			CC0_1_0		obsr124616			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377362957	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331134998	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	white mtns 10 July 2015	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.106898	-71.160757							2015-07-10T02:00Z	10	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331134998			CC0_1_0		obsr527371			2017-02-17T06:20Z		
1377323935	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331049571	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Little Bigelow Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	45.1344	-70.216895							2015-07-09T02:00Z	9	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331049571			CC0_1_0		obsr134364			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377304057	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS331157002	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Stratton Mountain	e2e717bf-551a-4917-bdc9-4fa0f342c530	43.095154	-72.920637							2015-07-10T02:00Z	10	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS331157002			CC0_1_0		obsr555429			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377287398	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS330893341	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Whiteface Mt--Memorial Hwy near road end	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.368364	-73.90166							2015-07-06T02:00Z	6	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS330893341			CC0_1_0		obsr632579			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377216140	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_NH:OBS330833951	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Hale Brook Trail to Mount Hale summit	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.233354	-71.507263							2015-07-08T02:00Z	8	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_NH	OBS330833951			CC0_1_0		obsr245449			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377117430	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_QC:OBS330742167	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	CA	198 secteur Murdochville	e2e717bf-551a-4917-bdc9-4fa0f342c530	48.935807	-65.396461							2015-07-06T02:00Z	6	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_QC	OBS330742167			CC0_1_0		obsr460139			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377095703	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS330776169	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Whiteface Mt--Memorial Hwy near road end	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.368364	-73.90166							2015-07-06T02:00Z	6	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS330776169			CC0_1_0		obsr116373			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377066530	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS330752497	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	White Mt. NF--Caps Ridge Trail	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.299398	-71.337199							2015-07-07T02:00Z	7	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS330752497			CC0_1_0		obsr520807			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377066502	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS330750528	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	White Mt. NF--Caps Ridge Trail	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.299398	-71.337199							2015-07-07T02:00Z	7	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS330750528			CC0_1_0		obsr430789			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377054408	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS330692866	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Whiteface Mt--Memorial Hwy near road end	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.368364	-73.90166							2015-07-03T02:00Z	3	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS330692866			CC0_1_0		obsr158696			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377053405	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS330692084	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Whiteface Mt--Memorial Hwy near road end	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.368364	-73.90166							2015-07-03T02:00Z	3	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS330692084			CC0_1_0		obsr57623			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377032725	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS330816183	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Whiteface Mt--Memorial Hwy near road end	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.368364	-73.90166							2015-07-06T02:00Z	6	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS330816183			CC0_1_0		obsr179481			2017-02-17T06:20Z		COORDINATE_ROUNDED
1377031598	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS330815823	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Whiteface Mt--Memorial Hwy near road end	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.368364	-73.90166							2015-06-20T02:00Z	20	6	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS330815823			CC0_1_0		obsr271682			2017-02-17T06:20Z		COORDINATE_ROUNDED
1376956557	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS330589031	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Whiteface Mt--Memorial Hwy near road end	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.368364	-73.90166							2015-07-06T02:00Z	6	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS330589031			CC0_1_0		obsr282222			2017-02-17T06:20Z		COORDINATE_ROUNDED
1376936663	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_QC:OBS330585081	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	CA	198 secteur Murdochville	e2e717bf-551a-4917-bdc9-4fa0f342c530	48.935807	-65.396461							2015-07-06T02:00Z	6	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_QC	OBS330585081			CC0_1_0		obsr487668			2017-02-17T06:20Z		COORDINATE_ROUNDED
1376923449	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS330568446	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mt. Mansfield IBA	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.528164	-72.816124							2015-07-02T02:00Z	2	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS330568446			CC0_1_0		obsr623594			2017-02-17T06:20Z		
1376919910	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_QC:OBS330586223	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	CA	198 secteur Murdochville	e2e717bf-551a-4917-bdc9-4fa0f342c530	48.935807	-65.396461							2015-07-06T02:00Z	6	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD_QC	OBS330586223			CC0_1_0		obsr327515			2017-02-17T06:20Z		COORDINATE_ROUNDED
1376907799	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS330503215	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Whiteface Mt--Memorial Hwy near road end	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.368364	-73.90166							2015-07-06T02:00Z	6	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS330503215			CC0_1_0		obsr2808			2017-02-17T06:20Z		COORDINATE_ROUNDED
1376883812	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS330626759	Animalia	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus bicknelli		SPECIES	Catharus bicknelli (Ridgway, 1882)	US	Mt. Mansfield IBA	e2e717bf-551a-4917-bdc9-4fa0f342c530	44.528164	-72.816124							2015-07-06T02:00Z	6	7	2015	2490800	2490800	HUMAN_OBSERVATION	CLO	EBIRD	OBS330626759			CC0_1_0		obsr43852			2017-02-17T06:20Z		
