parentEventID,eventID,occurenceID,individualCount,organsimQuantity,organsimQuantityType,scientificName,kingdom,phylum,class,taxonRank,decimalLatitude,decimalLongitude,eventDate,samplingProtocol,sampleSizeValue,sampleSizeUnit,country,countryCode,geodeticDatum,dynamicProperties,,,,,,,,
3896-5,3896-5.4,3896-5.4-3,1,1,individuals,Margarops fuscatus,Animalia,Chordata,Aves,species,18.17696,-65.77473,2/14/15 8:56,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3896-5,3896-5.4,3896-5.4-4,1,1,individuals,Patagioenas squamosa,Animalia,Chordata,Aves,species,18.17696,-65.77473,2/14/15 8:56,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-1,3964-1.1,3964-1.1-1,1,1,individuals,Tyrannus dominicensis,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:37,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-1,3964-1.1,3964-1.1-2,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:37,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-1,3964-1.1,3964-1.1-3,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:37,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
3964-1,3964-1.1,3964-1.1-4,4,4,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:37,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-1,3964-1.2,3964-1.2-1,2,2,individuals,Tyrannus dominicensis,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:40,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-1,3964-1.2,3964-1.2-2,1,1,individuals,Chlorostilbon maugaeus,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:40,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-1,3964-1.2,3964-1.2-3,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:40,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-1,3964-1.2,3964-1.2-4,2,2,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:40,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-1,3964-1.2,3964-1.2-5,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:40,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
3964-1,3964-1.2,3964-1.2-6,3,3,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:40,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-1,3964-1.3,3964-1.3-1,1,1,individuals,Tyrannus dominicensis,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:50,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-1,3964-1.3,3964-1.3-2,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:50,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-1,3964-1.3,3964-1.3-3,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:50,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
3964-1,3964-1.3,3964-1.3-4,1,1,individuals,Spindalis portoricensis,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:50,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-1,3964-1.3,3964-1.3-5,4,4,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:50,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-1,3964-1.3,3964-1.3-6,1,1,individuals,Turdus plumbeus,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:50,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-1,3964-1.4,3964-1.4-1,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:58,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-1,3964-1.4,3964-1.4-2,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:58,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-1,3964-1.4,3964-1.4-3,2,2,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:58,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-1,3964-1.4,3964-1.4-4,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:58,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
3964-1,3964-1.4,3964-1.4-5,3,3,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:58,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-1,3964-1.4,3964-1.4-6,1,1,individuals,Turdus plumbeus,Animalia,Chordata,Aves,species,18.172596,-66.46114,2/6/15 6:58,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-2,3964-2.1,3964-2.1-1,1,1,individuals,Patagioenas squamosa,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:12,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-2,3964-2.1,3964-2.1-2,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:12,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-2,3964-2.1,3964-2.1-3,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:12,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-2,3964-2.1,3964-2.1-4,1,1,individuals,Margarops fuscatus,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:12,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-2,3964-2.1,3964-2.1-5,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:12,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
3964-2,3964-2.1,3964-2.1-6,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:12,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
3964-2,3964-2.1,3964-2.1-7,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:12,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-2,3964-2.1,3964-2.1-8,3,3,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:12,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-2,3964-2.1,3964-2.1-9,1,1,individuals,Margarops fuscatus,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:12,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-2,3964-2.1,3964-2.1-10,1,1,individuals,Vireo latimeri,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:12,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-2,3964-2.2,3964-2.2-1,1,1,individuals,Spindalis portoricensis,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:20,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-2,3964-2.2,3964-2.2-2,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:20,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-2,3964-2.2,3964-2.2-3,3,3,individuals,Margarops fuscatus,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:20,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-2,3964-2.2,3964-2.2-4,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:20,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
3964-2,3964-2.2,3964-2.2-5,3,3,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:20,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
3964-2,3964-2.2,3964-2.2-6,3,3,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:20,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-2,3964-2.2,3964-2.2-7,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:20,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-2,3964-2.3,3964-2.3-1,1,1,individuals,Patagioenas squamosa,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:31,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-2,3964-2.3,3964-2.3-2,1,1,individuals,Margarops fuscatus,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:31,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-2,3964-2.3,3964-2.3-3,2,2,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:31,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
3964-2,3964-2.3,3964-2.3-4,2,2,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:31,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-2,3964-2.3,3964-2.3-5,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:31,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-2,3964-2.4,3964-2.4-1,1,1,individuals,Margarops fuscatus,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:39,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-2,3964-2.4,3964-2.4-2,1,1,individuals,Patagioenas squamosa,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:39,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-2,3964-2.4,3964-2.4-3,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:39,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-2,3964-2.4,3964-2.4-4,1,1,individuals,Margarops fuscatus,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:39,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-2,3964-2.4,3964-2.4-5,2,2,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:39,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
3964-2,3964-2.4,3964-2.4-6,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:39,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
3964-2,3964-2.4,3964-2.4-7,2,2,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:39,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-2,3964-2.4,3964-2.4-8,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,18.17286,-66.461799,2/6/15 7:39,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-3,3964-3.1,3964-3.1-1,1,1,individuals,Margarops fuscatus,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:52,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-3,3964-3.1,3964-3.1-2,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:52,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-3,3964-3.1,3964-3.1-3,1,1,individuals,Turdus plumbeus,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:52,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-3,3964-3.1,3964-3.1-4,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:52,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
3964-3,3964-3.1,3964-3.1-5,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:52,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
3964-3,3964-3.1,3964-3.1-6,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:52,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
3964-3,3964-3.1,3964-3.1-7,2,2,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:52,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-3,3964-3.1,3964-3.1-8,3,3,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:52,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-3,3964-3.1,3964-3.1-9,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:52,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-3,3964-3.1,3964-3.1-10,1,1,individuals,Spindalis portoricensis,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:52,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-3,3964-3.1,3964-3.1-11,2,2,individuals,Turdus plumbeus,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:52,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-3,3964-3.2,3964-3.2-1,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:58,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-3,3964-3.2,3964-3.2-2,1,1,individuals,Setophaga americana,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:58,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-3,3964-3.2,3964-3.2-3,1,1,individuals,Icterus portoricensis,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:58,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-3,3964-3.2,3964-3.2-4,1,1,individuals,Vireo latimeri,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:58,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-3,3964-3.2,3964-3.2-5,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:58,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
3964-3,3964-3.2,3964-3.2-6,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:58,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-3,3964-3.2,3964-3.2-7,1,1,individuals,Patagioenas squamosa,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:58,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-3,3964-3.2,3964-3.2-8,3,3,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 7:58,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-3,3964-3.3,3964-3.3-1,1,1,individuals,Margarops fuscatus,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 8:10,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-3,3964-3.3,3964-3.3-2,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 8:10,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-3,3964-3.3,3964-3.3-3,1,1,individuals,Vireo latimeri,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 8:10,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-3,3964-3.3,3964-3.3-4,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 8:10,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-3,3964-3.4,3964-3.4-1,1,1,individuals,Margarops fuscatus,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 8:21,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-3,3964-3.4,3964-3.4-2,1,1,individuals,Patagioenas squamosa,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 8:21,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-3,3964-3.4,3964-3.4-3,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 8:21,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":"">50""}""",,,,,,,,
3964-3,3964-3.4,3964-3.4-4,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 8:21,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""0-10""}""",,,,,,,,
3964-3,3964-3.4,3964-3.4-5,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 8:21,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-3,3964-3.4,3964-3.4-6,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 8:21,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-3,3964-3.4,3964-3.4-7,1,1,individuals,Patagioenas squamosa,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 8:21,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-3,3964-3.4,3964-3.4-8,1,1,individuals,Patagioenas squamosa,Animalia,Chordata,Aves,species,18.173359,-66.46236,2/6/15 8:21,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-4,3964-4.1,3964-4.1-1,3,3,individuals,Quiscalus niger,Animalia,Chordata,Aves,species,18.17418,-66.464001,2/6/15 8:40,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-4,3964-4.1,3964-4.1-2,1,1,individuals,Tyrannus dominicensis,Animalia,Chordata,Aves,species,18.17418,-66.464001,2/6/15 8:40,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-4,3964-4.1,3964-4.1-3,1,1,individuals,Margarops fuscatus,Animalia,Chordata,Aves,species,18.17418,-66.464001,2/6/15 8:40,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-4,3964-4.1,3964-4.1-4,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.17418,-66.464001,2/6/15 8:40,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-4,3964-4.1,3964-4.1-5,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,18.17418,-66.464001,2/6/15 8:40,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-4,3964-4.2,3964-4.2-1,4,4,individuals,Quiscalus niger,Animalia,Chordata,Aves,species,18.17418,-66.464001,2/6/15 8:50,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-4,3964-4.2,3964-4.2-2,1,1,individuals,Margarops fuscatus,Animalia,Chordata,Aves,species,18.17418,-66.464001,2/6/15 8:50,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-4,3964-4.2,3964-4.2-3,1,1,individuals,Patagioenas squamosa,Animalia,Chordata,Aves,species,18.17418,-66.464001,2/6/15 8:50,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-4,3964-4.2,3964-4.2-4,1,1,individuals,Loxigilla portoricensis,Animalia,Chordata,Aves,species,18.17418,-66.464001,2/6/15 8:50,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-4,3964-4.3,3964-4.3-1,1,1,individuals,Tyrannus dominicensis,Animalia,Chordata,Aves,species,18.17418,-66.464001,2/6/15 8:58,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-4,3964-4.3,3964-4.3-2,1,1,individuals,Margarops fuscatus,Animalia,Chordata,Aves,species,18.17418,-66.464001,2/6/15 8:58,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-4,3964-4.3,3964-4.3-3,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.17418,-66.464001,2/6/15 8:58,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-4,3964-4.3,3964-4.3-4,1,1,individuals,Coereba flaveola,Animalia,Chordata,Aves,species,18.17418,-66.464001,2/6/15 8:58,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
3964-4,3964-4.4,3964-4.4-1,1,1,individuals,Tyrannus dominicensis,Animalia,Chordata,Aves,species,18.17418,-66.464001,2/6/15 9:05,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-4,3964-4.4,3964-4.4-2,4,4,individuals,Estrilda melpoda,Animalia,Chordata,Aves,species,18.17418,-66.464001,2/6/15 9:05,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""11-25""}""",,,,,,,,
3964-4,3964-4.4,3964-4.4-3,1,1,individuals,Vireo altiloquus,Animalia,Chordata,Aves,species,18.17418,-66.464001,2/6/15 9:05,point count,2.5,minute,Puerto Rico,PR,WGS84,"""{""distanceFromObserversInMeters"":""26-50""}""",,,,,,,,
